sub,run,condition,gain,loss,RT,accept,response_int,participant_response
001,01,equalIndifference,14,6,2.388,1,3.0,weakly_accept
001,01,equalIndifference,34,14,2.289,1,4.0,strongly_accept
001,01,equalIndifference,34,13,1.873,1,4.0,strongly_accept
001,01,equalIndifference,10,10,1.457,0,2.0,weakly_reject
001,01,equalIndifference,12,19,1.973,0,1.0,strongly_reject
001,01,equalIndifference,20,8,1.767,1,3.0,weakly_accept
001,01,equalIndifference,28,9,1.561,1,4.0,strongly_accept
001,01,equalIndifference,20,15,2.289,1,3.0,weakly_accept
001,01,equalIndifference,10,7,2.287,1,3.0,weakly_accept
001,01,equalIndifference,16,6,2.08,1,3.0,weakly_accept
001,01,equalIndifference,16,5,1.871,1,3.0,weakly_accept
001,01,equalIndifference,10,15,2.08,0,1.0,strongly_reject
001,01,equalIndifference,16,17,2.288,0,2.0,weakly_reject
001,01,equalIndifference,20,9,2.807,1,3.0,weakly_accept
001,01,equalIndifference,24,13,2.08,1,3.0,weakly_accept
001,01,equalIndifference,18,20,1.872,0,2.0,weakly_reject
001,01,equalIndifference,22,10,2.393,1,4.0,strongly_accept
001,01,equalIndifference,38,14,2.079,1,4.0,strongly_accept
001,01,equalIndifference,38,9,1.458,1,4.0,strongly_accept
001,01,equalIndifference,28,5,1.766,1,4.0,strongly_accept
001,01,equalIndifference,32,20,2.495,1,3.0,weakly_accept
001,01,equalIndifference,32,13,2.806,1,3.0,weakly_accept
001,01,equalIndifference,14,9,3.223,1,3.0,weakly_accept
001,01,equalIndifference,32,5,1.454,1,4.0,strongly_accept
001,01,equalIndifference,20,7,2.803,1,3.0,weakly_accept
001,01,equalIndifference,36,8,2.287,1,4.0,strongly_accept
001,01,equalIndifference,30,8,2.806,1,4.0,strongly_accept
001,01,equalIndifference,28,8,2.597,1,4.0,strongly_accept
001,01,equalIndifference,24,17,2.392,1,3.0,weakly_accept
001,01,equalIndifference,26,16,1.978,1,3.0,weakly_accept
001,01,equalIndifference,38,6,1.349,1,4.0,strongly_accept
001,01,equalIndifference,30,14,2.914,1,3.0,weakly_accept
001,01,equalIndifference,36,7,1.456,1,4.0,strongly_accept
001,01,equalIndifference,14,14,2.185,0,2.0,weakly_reject
001,01,equalIndifference,26,9,3.116,1,4.0,strongly_accept
001,01,equalIndifference,40,18,3.119,1,4.0,strongly_accept
001,01,equalIndifference,24,14,2.077,1,3.0,weakly_accept
001,01,equalIndifference,36,10,1.56,1,4.0,strongly_accept
001,01,equalIndifference,16,16,1.976,0,2.0,weakly_reject
001,01,equalIndifference,20,20,2.7,0,2.0,weakly_reject
001,01,equalIndifference,28,17,1.974,1,3.0,weakly_accept
001,01,equalIndifference,12,9,1.766,1,3.0,weakly_accept
001,01,equalIndifference,32,14,1.56,1,3.0,weakly_accept
001,01,equalIndifference,36,12,1.247,1,4.0,strongly_accept
001,01,equalIndifference,38,15,2.184,1,4.0,strongly_accept
001,01,equalIndifference,32,12,1.977,1,4.0,strongly_accept
001,01,equalIndifference,28,20,1.766,1,3.0,weakly_accept
001,01,equalIndifference,38,19,0.0,0,,NoResp
001,01,equalIndifference,12,10,1.664,1,3.0,weakly_accept
001,01,equalIndifference,40,12,1.143,1,4.0,strongly_accept
001,01,equalIndifference,34,19,1.353,1,3.0,weakly_accept
001,01,equalIndifference,22,11,1.452,1,3.0,weakly_accept
001,01,equalIndifference,24,9,0.937,1,4.0,strongly_accept
001,01,equalIndifference,16,13,1.56,1,3.0,weakly_accept
001,01,equalIndifference,22,19,1.351,1,3.0,weakly_accept
001,01,equalIndifference,22,8,1.663,1,4.0,strongly_accept
001,01,equalIndifference,10,20,1.765,0,1.0,strongly_reject
001,01,equalIndifference,20,5,1.873,1,4.0,strongly_accept
001,01,equalIndifference,30,10,1.141,1,4.0,strongly_accept
001,01,equalIndifference,18,14,1.764,1,3.0,weakly_accept
001,01,equalIndifference,34,8,1.666,1,4.0,strongly_accept
001,01,equalIndifference,30,17,1.249,1,4.0,strongly_accept
001,01,equalIndifference,10,18,1.247,0,1.0,strongly_reject
001,01,equalIndifference,38,20,1.663,1,3.0,weakly_accept
001,02,equalIndifference,40,17,1.144,1,4.0,strongly_accept
001,02,equalIndifference,18,10,1.247,1,3.0,weakly_accept
001,02,equalIndifference,34,12,1.56,1,4.0,strongly_accept
001,02,equalIndifference,14,10,1.561,1,3.0,weakly_accept
001,02,equalIndifference,30,16,1.77,1,3.0,weakly_accept
001,02,equalIndifference,36,14,1.352,1,4.0,strongly_accept
001,02,equalIndifference,30,11,1.249,1,4.0,strongly_accept
001,02,equalIndifference,30,20,1.353,1,3.0,weakly_accept
001,02,equalIndifference,20,18,1.767,1,3.0,weakly_accept
001,02,equalIndifference,32,11,1.56,1,4.0,strongly_accept
001,02,equalIndifference,26,11,1.247,1,4.0,strongly_accept
001,02,equalIndifference,22,18,1.559,1,3.0,weakly_accept
001,02,equalIndifference,18,11,1.145,1,3.0,weakly_accept
001,02,equalIndifference,36,11,1.247,1,4.0,strongly_accept
001,02,equalIndifference,38,13,1.351,1,4.0,strongly_accept
001,02,equalIndifference,12,6,1.561,1,3.0,weakly_accept
001,02,equalIndifference,16,20,2.079,0,1.0,strongly_reject
001,02,equalIndifference,10,16,2.078,0,1.0,strongly_reject
001,02,equalIndifference,40,10,1.142,1,4.0,strongly_accept
001,02,equalIndifference,12,8,1.871,0,2.0,weakly_reject
001,02,equalIndifference,30,18,1.766,1,3.0,weakly_accept
001,02,equalIndifference,34,15,1.765,1,3.0,weakly_accept
001,02,equalIndifference,20,16,1.456,1,3.0,weakly_accept
001,02,equalIndifference,32,7,1.248,1,4.0,strongly_accept
001,02,equalIndifference,16,9,1.456,1,3.0,weakly_accept
001,02,equalIndifference,30,12,1.352,1,4.0,strongly_accept
001,02,equalIndifference,36,19,1.142,1,4.0,strongly_accept
001,02,equalIndifference,12,18,1.767,0,1.0,strongly_reject
001,02,equalIndifference,26,5,1.142,1,4.0,strongly_accept
001,02,equalIndifference,40,15,1.248,1,4.0,strongly_accept
001,02,equalIndifference,12,15,1.973,0,2.0,weakly_reject
001,02,equalIndifference,18,8,1.457,1,3.0,weakly_accept
001,02,equalIndifference,34,20,1.559,1,3.0,weakly_accept
001,02,equalIndifference,20,6,1.974,1,4.0,strongly_accept
001,02,equalIndifference,16,11,1.142,1,3.0,weakly_accept
001,02,equalIndifference,38,18,1.972,1,3.0,weakly_accept
001,02,equalIndifference,16,15,1.768,1,3.0,weakly_accept
001,02,equalIndifference,18,6,1.767,1,4.0,strongly_accept
001,02,equalIndifference,36,9,1.038,1,4.0,strongly_accept
001,02,equalIndifference,10,19,1.561,0,1.0,strongly_reject
001,02,equalIndifference,30,7,1.04,1,4.0,strongly_accept
001,02,equalIndifference,16,7,1.455,1,3.0,weakly_accept
001,02,equalIndifference,28,16,1.455,1,3.0,weakly_accept
001,02,equalIndifference,20,11,1.351,1,3.0,weakly_accept
001,02,equalIndifference,26,18,1.767,1,3.0,weakly_accept
001,02,equalIndifference,40,5,1.146,1,4.0,strongly_accept
001,02,equalIndifference,26,13,1.662,1,4.0,strongly_accept
001,02,equalIndifference,24,15,1.351,1,3.0,weakly_accept
001,02,equalIndifference,18,17,1.974,1,3.0,weakly_accept
001,02,equalIndifference,12,14,1.977,0,2.0,weakly_reject
001,02,equalIndifference,34,7,1.249,1,4.0,strongly_accept
001,02,equalIndifference,40,7,1.246,1,4.0,strongly_accept
001,02,equalIndifference,28,7,2.287,1,4.0,strongly_accept
001,02,equalIndifference,22,16,1.665,1,3.0,weakly_accept
001,02,equalIndifference,16,8,1.872,1,3.0,weakly_accept
001,02,equalIndifference,10,12,1.455,0,2.0,weakly_reject
001,02,equalIndifference,24,6,1.666,1,4.0,strongly_accept
001,02,equalIndifference,28,18,1.767,1,3.0,weakly_accept
001,02,equalIndifference,40,8,0.936,1,4.0,strongly_accept
001,02,equalIndifference,14,18,1.767,0,2.0,weakly_reject
001,02,equalIndifference,24,11,1.456,1,3.0,weakly_accept
001,02,equalIndifference,24,16,1.455,1,3.0,weakly_accept
001,02,equalIndifference,24,20,1.768,1,3.0,weakly_accept
001,02,equalIndifference,32,15,1.664,1,4.0,strongly_accept
001,03,equalIndifference,20,14,1.456,1,3.0,weakly_accept
001,03,equalIndifference,32,18,1.867,1,3.0,weakly_accept
001,03,equalIndifference,34,18,1.769,1,4.0,strongly_accept
001,03,equalIndifference,36,15,2.287,1,4.0,strongly_accept
001,03,equalIndifference,10,5,1.456,1,3.0,weakly_accept
001,03,equalIndifference,16,12,1.25,1,3.0,weakly_accept
001,03,equalIndifference,26,8,1.872,1,4.0,strongly_accept
001,03,equalIndifference,40,6,1.04,1,4.0,strongly_accept
001,03,equalIndifference,10,14,1.457,0,2.0,weakly_reject
001,03,equalIndifference,26,10,2.496,1,4.0,strongly_accept
001,03,equalIndifference,20,12,1.249,1,3.0,weakly_accept
001,03,equalIndifference,18,9,1.663,1,3.0,weakly_accept
001,03,equalIndifference,12,16,1.768,0,2.0,weakly_reject
001,03,equalIndifference,34,17,1.663,1,3.0,weakly_accept
001,03,equalIndifference,36,6,1.249,1,4.0,strongly_accept
001,03,equalIndifference,30,5,1.143,1,4.0,strongly_accept
001,03,equalIndifference,14,20,1.662,0,1.0,strongly_reject
001,03,equalIndifference,10,8,1.351,1,3.0,weakly_accept
001,03,equalIndifference,24,19,1.766,1,3.0,weakly_accept
001,03,equalIndifference,22,15,1.245,1,3.0,weakly_accept
001,03,equalIndifference,12,12,1.768,1,3.0,weakly_accept
001,03,equalIndifference,20,19,2.185,1,3.0,weakly_accept
001,03,equalIndifference,32,16,1.665,1,3.0,weakly_accept
001,03,equalIndifference,28,12,1.454,1,4.0,strongly_accept
001,03,equalIndifference,28,11,1.457,1,4.0,strongly_accept
001,03,equalIndifference,40,13,1.248,1,4.0,strongly_accept
001,03,equalIndifference,14,5,1.873,1,3.0,weakly_accept
001,03,equalIndifference,24,7,1.353,1,4.0,strongly_accept
001,03,equalIndifference,32,19,1.456,1,3.0,weakly_accept
001,03,equalIndifference,22,12,1.352,1,3.0,weakly_accept
001,03,equalIndifference,32,6,0.937,1,4.0,strongly_accept
001,03,equalIndifference,22,5,1.04,1,4.0,strongly_accept
001,03,equalIndifference,32,9,1.142,1,4.0,strongly_accept
001,03,equalIndifference,28,19,1.144,1,3.0,weakly_accept
001,03,equalIndifference,26,7,1.559,1,4.0,strongly_accept
001,03,equalIndifference,32,17,1.456,1,3.0,weakly_accept
001,03,equalIndifference,16,14,1.77,1,3.0,weakly_accept
001,03,equalIndifference,12,5,1.56,1,3.0,weakly_accept
001,03,equalIndifference,38,10,1.245,1,4.0,strongly_accept
001,03,equalIndifference,36,13,1.456,1,4.0,strongly_accept
001,03,equalIndifference,16,19,2.08,0,1.0,strongly_reject
001,03,equalIndifference,22,17,1.456,1,3.0,weakly_accept
001,03,equalIndifference,10,9,1.663,1,3.0,weakly_accept
001,03,equalIndifference,40,9,1.248,1,4.0,strongly_accept
001,03,equalIndifference,28,14,1.559,1,3.0,weakly_accept
001,03,equalIndifference,22,6,1.559,1,4.0,strongly_accept
001,03,equalIndifference,14,17,1.561,0,2.0,weakly_reject
001,03,equalIndifference,18,18,1.659,1,3.0,weakly_accept
001,03,equalIndifference,18,16,1.766,1,3.0,weakly_accept
001,03,equalIndifference,24,12,1.769,1,3.0,weakly_accept
001,03,equalIndifference,14,11,1.455,1,3.0,weakly_accept
001,03,equalIndifference,36,5,0.933,1,4.0,strongly_accept
001,03,equalIndifference,30,13,1.456,1,4.0,strongly_accept
001,03,equalIndifference,36,17,1.664,1,3.0,weakly_accept
001,03,equalIndifference,40,14,1.145,1,4.0,strongly_accept
001,03,equalIndifference,10,13,1.456,0,2.0,weakly_reject
001,03,equalIndifference,40,19,1.977,1,3.0,weakly_accept
001,03,equalIndifference,24,8,1.247,1,4.0,strongly_accept
001,03,equalIndifference,38,11,1.975,1,4.0,strongly_accept
001,03,equalIndifference,30,15,1.664,1,3.0,weakly_accept
001,03,equalIndifference,34,10,1.349,1,4.0,strongly_accept
001,03,equalIndifference,22,14,1.768,1,3.0,weakly_accept
001,03,equalIndifference,38,5,0.937,1,4.0,strongly_accept
001,03,equalIndifference,14,19,1.562,0,2.0,weakly_reject
001,04,equalIndifference,28,13,1.352,1,3.0,weakly_accept
001,04,equalIndifference,32,8,1.146,1,4.0,strongly_accept
001,04,equalIndifference,14,13,1.145,1,3.0,weakly_accept
001,04,equalIndifference,18,5,1.246,1,3.0,weakly_accept
001,04,equalIndifference,20,13,1.456,1,3.0,weakly_accept
001,04,equalIndifference,36,16,2.39,1,4.0,strongly_accept
001,04,equalIndifference,12,20,1.458,0,1.0,strongly_reject
001,04,equalIndifference,26,17,1.456,1,3.0,weakly_accept
001,04,equalIndifference,14,12,1.766,1,3.0,weakly_accept
001,04,equalIndifference,12,11,1.248,1,3.0,weakly_accept
001,04,equalIndifference,18,15,1.768,1,3.0,weakly_accept
001,04,equalIndifference,18,19,1.768,0,2.0,weakly_reject
001,04,equalIndifference,28,15,1.664,1,3.0,weakly_accept
001,04,equalIndifference,26,19,1.246,1,3.0,weakly_accept
001,04,equalIndifference,14,8,1.561,1,3.0,weakly_accept
001,04,equalIndifference,10,11,1.249,0,2.0,weakly_reject
001,04,equalIndifference,40,11,1.25,1,4.0,strongly_accept
001,04,equalIndifference,38,7,1.248,1,4.0,strongly_accept
001,04,equalIndifference,10,17,1.352,0,1.0,strongly_reject
001,04,equalIndifference,20,17,1.248,1,3.0,weakly_accept
001,04,equalIndifference,24,10,1.561,1,4.0,strongly_accept
001,04,equalIndifference,30,19,1.659,1,3.0,weakly_accept
001,04,equalIndifference,34,9,1.039,1,4.0,strongly_accept
001,04,equalIndifference,26,15,1.559,1,3.0,weakly_accept
001,04,equalIndifference,16,18,1.978,0,2.0,weakly_reject
001,04,equalIndifference,14,16,1.352,0,2.0,weakly_reject
001,04,equalIndifference,34,6,1.249,1,4.0,strongly_accept
001,04,equalIndifference,24,18,1.456,1,3.0,weakly_accept
001,04,equalIndifference,34,5,0.937,1,4.0,strongly_accept
001,04,equalIndifference,10,6,1.248,1,3.0,weakly_accept
001,04,equalIndifference,26,20,1.354,1,3.0,weakly_accept
001,04,equalIndifference,12,13,1.456,0,2.0,weakly_reject
001,04,equalIndifference,36,18,1.561,1,3.0,weakly_accept
001,04,equalIndifference,22,9,1.559,1,4.0,strongly_accept
001,04,equalIndifference,18,12,1.766,1,3.0,weakly_accept
001,04,equalIndifference,32,10,1.042,1,4.0,strongly_accept
001,04,equalIndifference,38,12,1.56,1,4.0,strongly_accept
001,04,equalIndifference,14,7,2.288,1,3.0,weakly_accept
001,04,equalIndifference,20,10,1.353,1,3.0,weakly_accept
001,04,equalIndifference,12,17,2.287,0,1.0,strongly_reject
001,04,equalIndifference,28,10,1.768,1,4.0,strongly_accept
001,04,equalIndifference,38,16,1.976,1,4.0,strongly_accept
001,04,equalIndifference,18,13,1.975,1,3.0,weakly_accept
001,04,equalIndifference,26,6,1.041,1,4.0,strongly_accept
001,04,equalIndifference,34,11,1.144,1,4.0,strongly_accept
001,04,equalIndifference,30,6,1.144,1,4.0,strongly_accept
001,04,equalIndifference,12,7,1.249,1,3.0,weakly_accept
001,04,equalIndifference,18,7,1.767,1,4.0,strongly_accept
001,04,equalIndifference,22,20,1.769,1,3.0,weakly_accept
001,04,equalIndifference,36,20,1.766,1,4.0,strongly_accept
001,04,equalIndifference,16,10,1.247,1,3.0,weakly_accept
001,04,equalIndifference,38,8,1.041,1,4.0,strongly_accept
001,04,equalIndifference,14,15,1.456,0,2.0,weakly_reject
001,04,equalIndifference,30,9,1.039,1,4.0,strongly_accept
001,04,equalIndifference,26,12,1.248,1,4.0,strongly_accept
001,04,equalIndifference,38,17,1.249,1,3.0,weakly_accept
001,04,equalIndifference,22,13,1.457,1,3.0,weakly_accept
001,04,equalIndifference,40,16,0.935,1,4.0,strongly_accept
001,04,equalIndifference,26,14,1.144,1,3.0,weakly_accept
001,04,equalIndifference,34,16,1.765,1,3.0,weakly_accept
001,04,equalIndifference,40,20,1.453,1,3.0,weakly_accept
001,04,equalIndifference,28,6,1.454,1,4.0,strongly_accept
001,04,equalIndifference,22,7,1.663,1,4.0,strongly_accept
001,04,equalIndifference,24,5,1.041,1,4.0,strongly_accept
002,01,equalRange,5,11,3.015,1,3.0,weakly_accept
002,01,equalRange,20,9,1.975,1,4.0,strongly_accept
002,01,equalRange,8,13,1.87,0,2.0,weakly_reject
002,01,equalRange,14,9,2.392,1,3.0,weakly_accept
002,01,equalRange,8,18,1.874,0,1.0,strongly_reject
002,01,equalRange,10,7,2.493,1,3.0,weakly_accept
002,01,equalRange,16,17,1.458,0,1.0,strongly_reject
002,01,equalRange,5,14,1.141,0,1.0,strongly_reject
002,01,equalRange,6,20,1.041,0,1.0,strongly_reject
002,01,equalRange,12,11,1.976,0,2.0,weakly_reject
002,01,equalRange,7,9,1.561,0,1.0,strongly_reject
002,01,equalRange,19,10,1.56,1,3.0,weakly_accept
002,01,equalRange,11,15,1.56,0,1.0,strongly_reject
002,01,equalRange,17,8,1.455,1,3.0,weakly_accept
002,01,equalRange,7,5,1.143,0,1.0,strongly_reject
002,01,equalRange,6,17,1.145,0,1.0,strongly_reject
002,01,equalRange,12,16,1.246,0,1.0,strongly_reject
002,01,equalRange,6,10,1.145,0,1.0,strongly_reject
002,01,equalRange,10,13,1.144,0,1.0,strongly_reject
002,01,equalRange,11,12,1.562,0,1.0,strongly_reject
002,01,equalRange,13,8,1.353,0,2.0,weakly_reject
002,01,equalRange,14,19,1.249,0,1.0,strongly_reject
002,01,equalRange,18,7,1.457,1,4.0,strongly_accept
002,01,equalRange,18,12,1.766,0,2.0,weakly_reject
002,01,equalRange,8,7,2.078,0,2.0,weakly_reject
002,01,equalRange,7,11,1.352,0,1.0,strongly_reject
002,01,equalRange,7,15,1.559,0,1.0,strongly_reject
002,01,equalRange,15,9,1.767,1,3.0,weakly_accept
002,01,equalRange,20,8,1.249,1,4.0,strongly_accept
002,01,equalRange,9,14,1.144,0,1.0,strongly_reject
002,01,equalRange,20,18,1.873,0,2.0,weakly_reject
002,01,equalRange,6,14,1.248,0,1.0,strongly_reject
002,01,equalRange,12,8,1.872,0,2.0,weakly_reject
002,01,equalRange,16,14,1.558,0,2.0,weakly_reject
002,01,equalRange,17,15,1.873,0,2.0,weakly_reject
002,01,equalRange,14,18,1.56,0,1.0,strongly_reject
002,01,equalRange,9,17,1.039,0,1.0,strongly_reject
002,01,equalRange,13,15,0.937,0,1.0,strongly_reject
002,01,equalRange,14,12,1.56,0,2.0,weakly_reject
002,01,equalRange,17,20,1.247,0,1.0,strongly_reject
002,01,equalRange,18,13,1.454,1,3.0,weakly_accept
002,01,equalRange,12,9,1.873,1,3.0,weakly_accept
002,01,equalRange,5,8,1.145,0,1.0,strongly_reject
002,01,equalRange,18,5,1.35,1,4.0,strongly_accept
002,01,equalRange,5,18,1.352,0,1.0,strongly_reject
002,01,equalRange,14,20,1.042,0,1.0,strongly_reject
002,01,equalRange,19,18,2.079,0,2.0,weakly_reject
002,01,equalRange,15,15,2.079,0,2.0,weakly_reject
002,01,equalRange,5,5,2.08,1,3.0,weakly_accept
002,01,equalRange,11,11,1.663,1,3.0,weakly_accept
002,01,equalRange,15,11,2.182,1,3.0,weakly_accept
002,01,equalRange,10,18,1.35,0,1.0,strongly_reject
002,01,equalRange,20,15,1.976,1,4.0,strongly_accept
002,01,equalRange,17,16,1.458,0,1.0,strongly_reject
002,01,equalRange,11,5,1.769,1,3.0,weakly_accept
002,01,equalRange,14,7,1.766,1,3.0,weakly_accept
002,01,equalRange,11,19,1.561,0,1.0,strongly_reject
002,01,equalRange,11,20,1.04,0,1.0,strongly_reject
002,01,equalRange,14,5,1.663,1,3.0,weakly_accept
002,01,equalRange,13,5,1.248,1,3.0,weakly_accept
002,01,equalRange,18,20,2.184,1,3.0,weakly_accept
002,01,equalRange,16,16,1.764,0,2.0,weakly_reject
002,01,equalRange,11,6,1.872,0,2.0,weakly_reject
002,01,equalRange,19,9,1.247,1,4.0,strongly_accept
002,02,equalRange,18,18,1.767,1,3.0,weakly_accept
002,02,equalRange,17,19,1.871,0,2.0,weakly_reject
002,02,equalRange,12,10,2.391,1,3.0,weakly_accept
002,02,equalRange,16,18,1.977,1,3.0,weakly_accept
002,02,equalRange,9,6,1.351,0,2.0,weakly_reject
002,02,equalRange,9,12,1.249,0,2.0,weakly_reject
002,02,equalRange,8,14,1.352,0,1.0,strongly_reject
002,02,equalRange,6,8,0.936,0,1.0,strongly_reject
002,02,equalRange,5,7,1.041,0,1.0,strongly_reject
002,02,equalRange,10,9,1.56,1,3.0,weakly_accept
002,02,equalRange,17,12,1.871,1,4.0,strongly_accept
002,02,equalRange,19,17,0.935,1,4.0,strongly_accept
002,02,equalRange,8,17,1.248,0,1.0,strongly_reject
002,02,equalRange,11,14,1.351,0,1.0,strongly_reject
002,02,equalRange,20,12,1.04,1,4.0,strongly_accept
002,02,equalRange,10,8,1.353,1,3.0,weakly_accept
002,02,equalRange,18,8,1.769,1,4.0,strongly_accept
002,02,equalRange,15,18,1.456,0,2.0,weakly_reject
002,02,equalRange,12,5,1.559,1,3.0,weakly_accept
002,02,equalRange,14,17,1.249,0,2.0,weakly_reject
002,02,equalRange,15,7,1.767,1,3.0,weakly_accept
002,02,equalRange,7,12,0.932,0,1.0,strongly_reject
002,02,equalRange,6,7,1.143,0,1.0,strongly_reject
002,02,equalRange,16,19,1.562,0,2.0,weakly_reject
002,02,equalRange,19,16,1.037,1,4.0,strongly_accept
002,02,equalRange,9,16,1.246,0,1.0,strongly_reject
002,02,equalRange,5,20,0.937,0,1.0,strongly_reject
002,02,equalRange,14,11,1.352,0,2.0,weakly_reject
002,02,equalRange,15,6,1.352,1,3.0,weakly_accept
002,02,equalRange,17,11,1.77,1,3.0,weakly_accept
002,02,equalRange,10,19,1.245,0,1.0,strongly_reject
002,02,equalRange,6,13,0.936,0,1.0,strongly_reject
002,02,equalRange,12,12,1.456,1,3.0,weakly_accept
002,02,equalRange,19,15,1.037,1,4.0,strongly_accept
002,02,equalRange,7,16,1.041,0,1.0,strongly_reject
002,02,equalRange,19,8,1.142,1,4.0,strongly_accept
002,02,equalRange,16,7,1.872,1,4.0,strongly_accept
002,02,equalRange,19,13,1.56,1,4.0,strongly_accept
002,02,equalRange,11,16,1.249,0,1.0,strongly_reject
002,02,equalRange,12,20,1.041,0,1.0,strongly_reject
002,02,equalRange,16,13,1.764,1,3.0,weakly_accept
002,02,equalRange,5,17,0.936,0,1.0,strongly_reject
002,02,equalRange,18,16,1.353,1,4.0,strongly_accept
002,02,equalRange,16,10,1.97,1,4.0,strongly_accept
002,02,equalRange,12,6,1.247,1,3.0,weakly_accept
002,02,equalRange,5,19,1.041,0,1.0,strongly_reject
002,02,equalRange,14,6,1.144,1,3.0,weakly_accept
002,02,equalRange,19,6,1.353,1,4.0,strongly_accept
002,02,equalRange,11,13,1.04,0,1.0,strongly_reject
002,02,equalRange,13,11,1.04,1,3.0,weakly_accept
002,02,equalRange,20,19,0.833,1,4.0,strongly_accept
002,02,equalRange,6,15,1.351,0,1.0,strongly_reject
002,02,equalRange,14,15,1.872,1,3.0,weakly_accept
002,02,equalRange,13,14,1.562,0,2.0,weakly_reject
002,02,equalRange,8,11,1.354,0,1.0,strongly_reject
002,02,equalRange,9,19,1.04,0,1.0,strongly_reject
002,02,equalRange,8,9,1.145,0,1.0,strongly_reject
002,02,equalRange,19,12,1.352,1,4.0,strongly_accept
002,02,equalRange,18,6,0.937,1,4.0,strongly_accept
002,02,equalRange,6,9,1.146,0,1.0,strongly_reject
002,02,equalRange,11,17,1.248,0,1.0,strongly_reject
002,02,equalRange,8,5,1.145,0,1.0,strongly_reject
002,02,equalRange,14,10,1.77,1,3.0,weakly_accept
002,02,equalRange,13,16,1.874,0,2.0,weakly_reject
002,03,equalRange,12,19,1.764,0,1.0,strongly_reject
002,03,equalRange,7,13,1.248,0,2.0,weakly_reject
002,03,equalRange,13,19,1.353,0,1.0,strongly_reject
002,03,equalRange,19,14,1.145,1,4.0,strongly_accept
002,03,equalRange,15,5,1.457,1,3.0,weakly_accept
002,03,equalRange,12,13,1.872,0,2.0,weakly_reject
002,03,equalRange,10,12,1.456,0,2.0,weakly_reject
002,03,equalRange,8,15,1.559,0,2.0,weakly_reject
002,03,equalRange,17,7,1.767,1,4.0,strongly_accept
002,03,equalRange,13,6,1.868,1,3.0,weakly_accept
002,03,equalRange,17,10,1.248,1,4.0,strongly_accept
002,03,equalRange,6,5,1.25,0,1.0,strongly_reject
002,03,equalRange,7,18,1.039,0,1.0,strongly_reject
002,03,equalRange,10,14,1.453,0,1.0,strongly_reject
002,03,equalRange,16,6,1.663,1,3.0,weakly_accept
002,03,equalRange,16,5,1.352,1,3.0,weakly_accept
002,03,equalRange,12,17,1.352,0,2.0,weakly_reject
002,03,equalRange,17,9,1.144,1,4.0,strongly_accept
002,03,equalRange,9,8,1.56,1,3.0,weakly_accept
002,03,equalRange,9,7,1.457,0,2.0,weakly_reject
002,03,equalRange,17,18,1.663,1,3.0,weakly_accept
002,03,equalRange,14,14,1.659,1,3.0,weakly_accept
002,03,equalRange,8,20,1.35,0,1.0,strongly_reject
002,03,equalRange,13,17,1.976,1,3.0,weakly_accept
002,03,equalRange,6,12,1.145,0,1.0,strongly_reject
002,03,equalRange,13,20,1.041,0,1.0,strongly_reject
002,03,equalRange,11,9,1.455,1,3.0,weakly_accept
002,03,equalRange,20,17,1.038,1,4.0,strongly_accept
002,03,equalRange,12,15,2.286,1,3.0,weakly_accept
002,03,equalRange,9,15,1.241,0,1.0,strongly_reject
002,03,equalRange,9,9,1.531,0,2.0,weakly_reject
002,03,equalRange,20,7,0.831,1,4.0,strongly_accept
002,03,equalRange,5,12,1.042,0,1.0,strongly_reject
002,03,equalRange,20,16,1.328,1,4.0,strongly_accept
002,03,equalRange,7,17,1.454,0,2.0,weakly_reject
002,03,equalRange,13,10,1.354,1,3.0,weakly_accept
002,03,equalRange,17,17,1.56,1,3.0,weakly_accept
002,03,equalRange,19,11,1.146,1,4.0,strongly_accept
002,03,equalRange,5,10,1.457,0,1.0,strongly_reject
002,03,equalRange,20,11,0.936,1,4.0,strongly_accept
002,03,equalRange,5,13,0.831,0,1.0,strongly_reject
002,03,equalRange,15,10,2.18,1,4.0,strongly_accept
002,03,equalRange,13,13,1.664,1,3.0,weakly_accept
002,03,equalRange,13,12,1.352,1,3.0,weakly_accept
002,03,equalRange,17,13,1.453,1,4.0,strongly_accept
002,03,equalRange,15,14,1.352,1,3.0,weakly_accept
002,03,equalRange,8,8,1.56,1,3.0,weakly_accept
002,03,equalRange,5,6,1.143,0,2.0,weakly_reject
002,03,equalRange,10,5,1.144,1,3.0,weakly_accept
002,03,equalRange,20,6,1.027,1,4.0,strongly_accept
002,03,equalRange,6,19,0.937,0,1.0,strongly_reject
002,03,equalRange,15,20,1.143,0,1.0,strongly_reject
002,03,equalRange,13,9,1.039,1,3.0,weakly_accept
002,03,equalRange,8,10,0.934,0,1.0,strongly_reject
002,03,equalRange,9,18,0.832,0,1.0,strongly_reject
002,03,equalRange,9,5,1.456,1,3.0,weakly_accept
002,03,equalRange,9,20,1.041,0,1.0,strongly_reject
002,03,equalRange,14,13,1.351,1,3.0,weakly_accept
002,03,equalRange,20,20,1.145,1,4.0,strongly_accept
002,03,equalRange,5,16,0.938,0,1.0,strongly_reject
002,03,equalRange,7,7,1.04,0,2.0,weakly_reject
002,03,equalRange,19,5,0.935,1,4.0,strongly_accept
002,03,equalRange,9,11,1.976,0,2.0,weakly_reject
002,03,equalRange,20,13,1.352,1,4.0,strongly_accept
