sub,run,condition,gain,loss,RT,accept,response_int,participant_response
005,04,equalIndifference,30,19,1.662,0,2.0,weakly_reject
005,04,equalIndifference,36,20,1.25,0,2.0,weakly_reject
005,04,equalIndifference,40,20,1.352,0,2.0,weakly_reject
005,04,equalIndifference,18,7,1.348,1,3.0,weakly_accept
005,04,equalIndifference,38,16,1.351,0,2.0,weakly_reject
005,04,equalIndifference,40,11,1.351,1,4.0,strongly_accept
005,04,equalIndifference,36,18,1.041,1,3.0,weakly_accept
005,04,equalIndifference,16,10,1.041,1,3.0,weakly_accept
005,04,equalIndifference,36,16,1.146,1,3.0,weakly_accept
005,04,equalIndifference,30,9,1.144,1,4.0,strongly_accept
005,04,equalIndifference,34,11,1.247,1,3.0,weakly_accept
005,04,equalIndifference,26,19,1.145,1,3.0,weakly_accept
005,04,equalIndifference,38,17,1.146,1,3.0,weakly_accept
005,04,equalIndifference,32,10,1.454,1,3.0,weakly_accept
005,04,equalIndifference,34,16,0.936,1,3.0,weakly_accept
005,04,equalIndifference,18,5,0.937,1,3.0,weakly_accept
005,04,equalIndifference,22,13,1.35,0,2.0,weakly_reject
005,04,equalIndifference,22,9,1.039,1,3.0,weakly_accept
005,04,equalIndifference,22,20,1.248,0,1.0,strongly_reject
005,04,equalIndifference,34,6,1.456,1,4.0,strongly_accept
005,04,equalIndifference,26,12,1.247,1,4.0,strongly_accept
005,04,equalIndifference,18,13,1.142,1,3.0,weakly_accept
005,04,equalIndifference,10,17,1.662,0,2.0,weakly_reject
005,04,equalIndifference,12,13,1.458,0,1.0,strongly_reject
005,04,equalIndifference,20,13,2.08,0,2.0,weakly_reject
005,04,equalIndifference,22,7,1.041,1,3.0,weakly_accept
005,04,equalIndifference,26,14,1.456,0,2.0,weakly_reject
005,04,equalIndifference,14,7,1.248,1,3.0,weakly_accept
005,04,equalIndifference,34,5,1.039,1,4.0,strongly_accept
005,04,equalIndifference,16,18,1.145,0,1.0,strongly_reject
005,04,equalIndifference,28,6,1.04,1,4.0,strongly_accept
005,04,equalIndifference,24,5,1.144,1,4.0,strongly_accept
005,04,equalIndifference,26,20,1.872,0,2.0,weakly_reject
005,04,equalIndifference,12,20,1.041,0,1.0,strongly_reject
005,04,equalIndifference,14,15,1.041,0,1.0,strongly_reject
005,04,equalIndifference,26,15,1.662,0,2.0,weakly_reject
005,04,equalIndifference,28,10,1.562,1,3.0,weakly_accept
005,04,equalIndifference,32,8,0.937,1,4.0,strongly_accept
005,04,equalIndifference,12,7,1.353,0,1.0,strongly_reject
005,04,equalIndifference,26,6,1.456,1,4.0,strongly_accept
005,04,equalIndifference,40,16,1.248,1,3.0,weakly_accept
005,04,equalIndifference,28,13,1.351,1,3.0,weakly_accept
005,04,equalIndifference,14,8,1.665,0,2.0,weakly_reject
005,04,equalIndifference,18,19,1.248,0,1.0,strongly_reject
005,04,equalIndifference,26,17,1.038,0,1.0,strongly_reject
005,04,equalIndifference,20,17,1.247,0,2.0,weakly_reject
005,04,equalIndifference,28,15,1.039,0,1.0,strongly_reject
005,04,equalIndifference,14,12,1.142,0,1.0,strongly_reject
005,04,equalIndifference,24,18,2.079,0,2.0,weakly_reject
005,04,equalIndifference,10,6,3.121,0,2.0,weakly_reject
005,04,equalIndifference,24,10,1.353,1,3.0,weakly_accept
005,04,equalIndifference,30,6,1.249,1,4.0,strongly_accept
005,04,equalIndifference,38,8,1.247,1,4.0,strongly_accept
005,04,equalIndifference,38,12,1.039,1,4.0,strongly_accept
005,04,equalIndifference,14,13,1.354,1,3.0,weakly_accept
005,04,equalIndifference,12,17,1.039,0,1.0,strongly_reject
005,04,equalIndifference,10,11,1.144,0,1.0,strongly_reject
005,04,equalIndifference,18,15,1.873,0,1.0,strongly_reject
005,04,equalIndifference,20,10,0.937,0,1.0,strongly_reject
005,04,equalIndifference,12,11,1.04,0,1.0,strongly_reject
005,04,equalIndifference,18,12,1.353,1,3.0,weakly_accept
005,04,equalIndifference,38,7,1.248,1,4.0,strongly_accept
005,04,equalIndifference,14,16,1.561,0,2.0,weakly_reject
005,04,equalIndifference,34,9,1.146,1,4.0,strongly_accept
006,01,equalRange,5,11,1.35,0,1.0,strongly_reject
006,01,equalRange,20,18,1.041,1,4.0,strongly_accept
006,01,equalRange,19,10,0.937,1,4.0,strongly_accept
006,01,equalRange,7,5,1.145,1,3.0,weakly_accept
006,01,equalRange,6,14,1.041,0,2.0,weakly_reject
006,01,equalRange,18,5,0.832,1,4.0,strongly_accept
006,01,equalRange,18,13,1.353,1,4.0,strongly_accept
006,01,equalRange,17,20,1.351,0,1.0,strongly_reject
006,01,equalRange,17,16,1.871,1,3.0,weakly_accept
006,01,equalRange,7,15,1.456,0,1.0,strongly_reject
006,01,equalRange,11,19,1.249,0,1.0,strongly_reject
006,01,equalRange,13,8,1.041,1,4.0,strongly_accept
006,01,equalRange,8,7,1.145,1,3.0,weakly_accept
006,01,equalRange,15,11,1.456,1,3.0,weakly_accept
006,01,equalRange,17,15,1.248,1,3.0,weakly_accept
006,01,equalRange,15,15,1.454,0,2.0,weakly_reject
006,01,equalRange,8,18,1.457,0,1.0,strongly_reject
006,01,equalRange,11,12,1.247,0,2.0,weakly_reject
006,01,equalRange,20,15,1.663,1,4.0,strongly_accept
006,01,equalRange,9,17,0.937,0,1.0,strongly_reject
006,01,equalRange,14,5,1.143,1,4.0,strongly_accept
006,01,equalRange,5,14,1.041,0,1.0,strongly_reject
006,01,equalRange,11,11,1.041,0,2.0,weakly_reject
006,01,equalRange,15,9,0.937,1,4.0,strongly_accept
006,01,equalRange,8,13,0.936,0,1.0,strongly_reject
006,01,equalRange,14,12,1.456,1,3.0,weakly_accept
006,01,equalRange,14,7,1.77,1,4.0,strongly_accept
006,01,equalRange,19,18,1.456,1,3.0,weakly_accept
006,01,equalRange,11,6,1.248,1,4.0,strongly_accept
006,01,equalRange,11,5,0.934,1,4.0,strongly_accept
006,01,equalRange,5,18,1.146,0,1.0,strongly_reject
006,01,equalRange,5,8,1.665,0,2.0,weakly_reject
006,01,equalRange,10,18,1.041,0,1.0,strongly_reject
006,01,equalRange,9,14,1.353,0,1.0,strongly_reject
006,01,equalRange,10,7,1.249,1,3.0,weakly_accept
006,01,equalRange,14,18,1.142,0,1.0,strongly_reject
006,01,equalRange,14,19,1.146,0,1.0,strongly_reject
006,01,equalRange,7,9,1.144,0,2.0,weakly_reject
006,01,equalRange,17,8,1.146,1,4.0,strongly_accept
006,01,equalRange,10,13,1.038,0,2.0,weakly_reject
006,01,equalRange,18,20,1.145,0,2.0,weakly_reject
006,01,equalRange,12,8,1.353,1,3.0,weakly_accept
006,01,equalRange,19,9,0.833,1,4.0,strongly_accept
006,01,equalRange,12,9,0.935,1,3.0,weakly_accept
006,01,equalRange,16,16,2.286,0,2.0,weakly_reject
006,01,equalRange,12,16,1.664,0,1.0,strongly_reject
006,01,equalRange,7,11,1.144,0,2.0,weakly_reject
006,01,equalRange,11,20,1.042,0,1.0,strongly_reject
006,01,equalRange,5,5,1.353,0,2.0,weakly_reject
006,01,equalRange,13,15,1.557,0,2.0,weakly_reject
006,01,equalRange,11,15,0.937,0,2.0,weakly_reject
006,01,equalRange,18,7,1.245,1,4.0,strongly_accept
006,01,equalRange,6,20,1.143,0,1.0,strongly_reject
006,01,equalRange,6,10,1.247,0,2.0,weakly_reject
006,01,equalRange,18,12,1.457,1,4.0,strongly_accept
006,01,equalRange,16,14,1.04,0,2.0,weakly_reject
006,01,equalRange,12,11,2.082,1,3.0,weakly_accept
006,01,equalRange,6,17,1.145,0,1.0,strongly_reject
006,01,equalRange,14,20,1.039,0,1.0,strongly_reject
006,01,equalRange,20,8,1.042,1,4.0,strongly_accept
006,01,equalRange,20,9,1.145,1,4.0,strongly_accept
006,01,equalRange,14,9,2.08,1,4.0,strongly_accept
006,01,equalRange,16,17,1.14,0,2.0,weakly_reject
006,01,equalRange,13,5,1.351,1,4.0,strongly_accept
006,02,equalRange,19,16,1.039,1,4.0,strongly_accept
006,02,equalRange,12,10,1.144,1,3.0,weakly_accept
006,02,equalRange,19,12,1.352,1,4.0,strongly_accept
006,02,equalRange,5,19,1.145,0,1.0,strongly_reject
006,02,equalRange,10,19,1.041,0,1.0,strongly_reject
006,02,equalRange,6,15,1.041,0,1.0,strongly_reject
006,02,equalRange,9,6,1.351,1,3.0,weakly_accept
006,02,equalRange,6,9,1.144,0,2.0,weakly_reject
006,02,equalRange,16,18,1.768,0,1.0,strongly_reject
006,02,equalRange,5,17,1.04,0,1.0,strongly_reject
006,02,equalRange,16,10,1.558,1,3.0,weakly_accept
006,02,equalRange,9,16,1.249,0,1.0,strongly_reject
006,02,equalRange,20,12,1.145,1,4.0,strongly_accept
006,02,equalRange,8,17,1.248,0,1.0,strongly_reject
006,02,equalRange,20,19,1.246,0,2.0,weakly_reject
006,02,equalRange,18,16,1.456,0,2.0,weakly_reject
006,02,equalRange,7,16,1.143,0,1.0,strongly_reject
006,02,equalRange,17,19,1.769,0,1.0,strongly_reject
006,02,equalRange,15,7,1.457,1,4.0,strongly_accept
006,02,equalRange,19,13,1.457,1,3.0,weakly_accept
006,02,equalRange,6,13,1.144,0,1.0,strongly_reject
006,02,equalRange,17,12,1.144,1,3.0,weakly_accept
006,02,equalRange,9,19,1.353,0,1.0,strongly_reject
006,02,equalRange,5,7,1.557,0,2.0,weakly_reject
006,02,equalRange,19,6,1.454,1,4.0,strongly_accept
006,02,equalRange,7,12,1.142,0,2.0,weakly_reject
006,02,equalRange,13,16,1.767,0,1.0,strongly_reject
006,02,equalRange,12,5,1.248,1,4.0,strongly_accept
006,02,equalRange,19,15,1.247,1,3.0,weakly_accept
006,02,equalRange,18,8,1.144,1,4.0,strongly_accept
006,02,equalRange,12,12,1.039,0,2.0,weakly_reject
006,02,equalRange,12,20,1.144,0,1.0,strongly_reject
006,02,equalRange,8,9,1.352,0,2.0,weakly_reject
006,02,equalRange,5,20,1.354,0,1.0,strongly_reject
006,02,equalRange,15,18,1.246,0,1.0,strongly_reject
006,02,equalRange,11,17,1.977,0,1.0,strongly_reject
006,02,equalRange,14,15,1.248,0,2.0,weakly_reject
006,02,equalRange,16,13,1.456,0,2.0,weakly_reject
006,02,equalRange,9,12,1.456,0,2.0,weakly_reject
006,02,equalRange,14,6,1.042,1,4.0,strongly_accept
006,02,equalRange,13,14,1.041,0,2.0,weakly_reject
006,02,equalRange,6,8,1.351,0,2.0,weakly_reject
006,02,equalRange,19,8,1.143,1,4.0,strongly_accept
006,02,equalRange,11,13,1.249,0,2.0,weakly_reject
006,02,equalRange,10,9,0.934,1,3.0,weakly_accept
006,02,equalRange,14,11,0.937,1,3.0,weakly_accept
006,02,equalRange,14,17,1.561,0,1.0,strongly_reject
006,02,equalRange,15,6,1.247,1,4.0,strongly_accept
006,02,equalRange,8,14,1.351,0,1.0,strongly_reject
006,02,equalRange,8,11,1.146,0,2.0,weakly_reject
006,02,equalRange,16,19,1.354,0,1.0,strongly_reject
006,02,equalRange,18,6,1.143,1,4.0,strongly_accept
006,02,equalRange,17,11,1.037,1,4.0,strongly_accept
006,02,equalRange,10,8,1.559,1,3.0,weakly_accept
006,02,equalRange,12,6,1.247,1,4.0,strongly_accept
006,02,equalRange,11,16,1.247,0,1.0,strongly_reject
006,02,equalRange,14,10,0.936,1,3.0,weakly_accept
006,02,equalRange,6,7,1.245,0,2.0,weakly_reject
006,02,equalRange,13,11,0.833,1,3.0,weakly_accept
006,02,equalRange,19,17,1.042,1,3.0,weakly_accept
006,02,equalRange,18,18,1.144,0,2.0,weakly_reject
006,02,equalRange,8,5,1.246,1,3.0,weakly_accept
006,02,equalRange,16,7,1.038,1,4.0,strongly_accept
006,02,equalRange,11,14,1.665,0,2.0,weakly_reject
006,03,equalRange,13,6,0.832,1,4.0,strongly_accept
006,03,equalRange,8,15,1.145,0,1.0,strongly_reject
006,03,equalRange,9,5,1.143,1,3.0,weakly_accept
006,03,equalRange,8,10,0.831,0,2.0,weakly_reject
006,03,equalRange,5,6,0.937,0,2.0,weakly_reject
006,03,equalRange,5,10,1.04,0,1.0,strongly_reject
006,03,equalRange,7,7,0.834,0,2.0,weakly_reject
006,03,equalRange,6,12,0.832,0,1.0,strongly_reject
006,03,equalRange,11,9,0.936,1,3.0,weakly_accept
006,03,equalRange,20,6,0.833,1,4.0,strongly_accept
006,03,equalRange,13,12,1.454,0,2.0,weakly_reject
006,03,equalRange,6,19,1.144,0,1.0,strongly_reject
006,03,equalRange,17,10,1.145,1,4.0,strongly_accept
006,03,equalRange,12,17,1.039,0,1.0,strongly_reject
006,03,equalRange,7,13,1.561,0,1.0,strongly_reject
006,03,equalRange,8,20,0.936,0,1.0,strongly_reject
006,03,equalRange,16,5,0.937,1,4.0,strongly_accept
006,03,equalRange,20,11,0.834,1,4.0,strongly_accept
006,03,equalRange,12,15,1.351,0,2.0,weakly_reject
006,03,equalRange,14,13,1.56,0,2.0,weakly_reject
006,03,equalRange,9,9,1.456,0,2.0,weakly_reject
006,03,equalRange,10,5,2.077,1,4.0,strongly_accept
006,03,equalRange,13,10,0.935,1,3.0,weakly_accept
006,03,equalRange,9,8,0.937,1,3.0,weakly_accept
006,03,equalRange,10,12,1.041,0,2.0,weakly_reject
006,03,equalRange,6,5,1.455,1,3.0,weakly_accept
006,03,equalRange,20,7,0.936,1,4.0,strongly_accept
006,03,equalRange,13,19,1.143,0,1.0,strongly_reject
006,03,equalRange,13,17,1.456,0,2.0,weakly_reject
006,03,equalRange,15,5,1.146,1,4.0,strongly_accept
006,03,equalRange,10,14,1.039,0,2.0,weakly_reject
006,03,equalRange,17,9,0.833,1,4.0,strongly_accept
006,03,equalRange,15,20,1.145,0,1.0,strongly_reject
006,03,equalRange,13,9,1.04,1,4.0,strongly_accept
006,03,equalRange,7,17,1.144,0,1.0,strongly_reject
006,03,equalRange,14,14,1.143,0,2.0,weakly_reject
006,03,equalRange,5,16,1.352,0,1.0,strongly_reject
006,03,equalRange,7,18,0.937,0,1.0,strongly_reject
006,03,equalRange,9,7,1.457,1,3.0,weakly_accept
006,03,equalRange,9,11,1.139,0,2.0,weakly_reject
006,03,equalRange,15,14,1.456,1,3.0,weakly_accept
006,03,equalRange,9,15,1.04,0,1.0,strongly_reject
006,03,equalRange,19,14,1.664,1,3.0,weakly_accept
006,03,equalRange,5,12,1.039,0,2.0,weakly_reject
006,03,equalRange,5,13,1.249,0,1.0,strongly_reject
006,03,equalRange,17,7,0.935,1,4.0,strongly_accept
006,03,equalRange,20,16,1.665,0,2.0,weakly_reject
006,03,equalRange,20,17,0.936,0,2.0,weakly_reject
006,03,equalRange,13,13,1.042,0,2.0,weakly_reject
006,03,equalRange,12,19,1.246,0,1.0,strongly_reject
006,03,equalRange,20,13,1.56,1,4.0,strongly_accept
006,03,equalRange,17,13,2.285,1,3.0,weakly_accept
006,03,equalRange,8,8,1.351,0,2.0,weakly_reject
006,03,equalRange,9,18,1.247,0,1.0,strongly_reject
006,03,equalRange,16,6,3.015,1,4.0,strongly_accept
006,03,equalRange,20,20,1.144,0,1.0,strongly_reject
006,03,equalRange,15,10,1.457,1,3.0,weakly_accept
006,03,equalRange,12,13,1.352,0,2.0,weakly_reject
006,03,equalRange,9,20,1.248,0,1.0,strongly_reject
006,03,equalRange,17,18,1.976,0,2.0,weakly_reject
006,03,equalRange,19,11,1.348,1,3.0,weakly_accept
006,03,equalRange,19,5,0.935,1,4.0,strongly_accept
006,03,equalRange,13,20,1.144,0,1.0,strongly_reject
006,03,equalRange,17,17,0.937,0,2.0,weakly_reject
006,04,equalRange,18,17,1.248,0,2.0,weakly_reject
006,04,equalRange,11,10,1.768,1,3.0,weakly_accept
006,04,equalRange,11,7,1.353,1,4.0,strongly_accept
006,04,equalRange,12,18,1.144,0,1.0,strongly_reject
006,04,equalRange,17,5,0.936,1,4.0,strongly_accept
006,04,equalRange,7,19,0.833,0,1.0,strongly_reject
006,04,equalRange,8,6,1.457,1,3.0,weakly_accept
006,04,equalRange,15,12,1.351,1,3.0,weakly_accept
006,04,equalRange,9,10,1.454,0,2.0,weakly_reject
006,04,equalRange,18,14,1.664,1,3.0,weakly_accept
006,04,equalRange,20,14,1.042,1,4.0,strongly_accept
006,04,equalRange,10,20,1.143,0,1.0,strongly_reject
006,04,equalRange,7,14,1.248,0,1.0,strongly_reject
006,04,equalRange,10,15,1.664,0,1.0,strongly_reject
006,04,equalRange,7,8,0.834,0,2.0,weakly_reject
006,04,equalRange,10,17,1.144,0,1.0,strongly_reject
006,04,equalRange,13,18,1.353,0,1.0,strongly_reject
006,04,equalRange,15,17,0.936,0,2.0,weakly_reject
006,04,equalRange,20,5,0.936,1,4.0,strongly_accept
006,04,equalRange,6,18,0.832,0,1.0,strongly_reject
006,04,equalRange,17,14,1.144,1,3.0,weakly_accept
006,04,equalRange,10,11,1.456,0,2.0,weakly_reject
006,04,equalRange,18,10,1.141,1,4.0,strongly_accept
006,04,equalRange,17,6,0.832,1,4.0,strongly_accept
006,04,equalRange,5,15,1.039,0,1.0,strongly_reject
006,04,equalRange,15,19,1.457,0,1.0,strongly_reject
006,04,equalRange,8,12,1.978,0,2.0,weakly_reject
006,04,equalRange,6,6,0.833,0,2.0,weakly_reject
006,04,equalRange,19,19,1.041,0,2.0,weakly_reject
006,04,equalRange,14,16,0.937,0,2.0,weakly_reject
006,04,equalRange,19,20,1.353,0,1.0,strongly_reject
006,04,equalRange,7,20,1.041,0,1.0,strongly_reject
006,04,equalRange,7,10,1.457,0,2.0,weakly_reject
006,04,equalRange,10,6,0.831,1,3.0,weakly_accept
006,04,equalRange,7,6,0.937,1,3.0,weakly_accept
006,04,equalRange,10,16,1.561,0,1.0,strongly_reject
006,04,equalRange,8,19,0.936,0,1.0,strongly_reject
006,04,equalRange,5,9,1.041,0,2.0,weakly_reject
006,04,equalRange,20,10,1.138,1,4.0,strongly_accept
006,04,equalRange,18,15,1.768,1,3.0,weakly_accept
006,04,equalRange,18,11,1.143,1,4.0,strongly_accept
006,04,equalRange,6,16,1.145,0,1.0,strongly_reject
006,04,equalRange,8,16,0.832,0,1.0,strongly_reject
006,04,equalRange,12,7,1.248,1,4.0,strongly_accept
006,04,equalRange,16,15,1.248,0,2.0,weakly_reject
006,04,equalRange,16,9,1.04,1,4.0,strongly_accept
006,04,equalRange,12,14,1.767,0,2.0,weakly_reject
006,04,equalRange,15,13,1.769,1,3.0,weakly_accept
006,04,equalRange,9,13,0.937,0,2.0,weakly_reject
006,04,equalRange,15,16,0.831,0,2.0,weakly_reject
006,04,equalRange,16,11,1.456,1,3.0,weakly_accept
006,04,equalRange,6,11,1.144,0,2.0,weakly_reject
006,04,equalRange,13,7,0.936,1,3.0,weakly_accept
006,04,equalRange,16,12,1.561,1,3.0,weakly_accept
006,04,equalRange,18,9,0.935,1,4.0,strongly_accept
006,04,equalRange,19,7,0.728,1,4.0,strongly_accept
006,04,equalRange,14,8,1.037,1,4.0,strongly_accept
006,04,equalRange,11,8,1.248,1,3.0,weakly_accept
006,04,equalRange,10,10,1.041,0,1.0,strongly_reject
006,04,equalRange,11,18,1.351,0,1.0,strongly_reject
006,04,equalRange,16,20,1.143,0,1.0,strongly_reject
006,04,equalRange,15,8,1.351,1,4.0,strongly_accept
006,04,equalRange,18,19,1.144,0,1.0,strongly_reject
006,04,equalRange,16,8,1.247,1,4.0,strongly_accept
008,01,equalRange,12,16,1.456,0,1.0,strongly_reject
008,01,equalRange,9,14,1.353,0,2.0,weakly_reject
008,01,equalRange,5,5,1.458,0,2.0,weakly_reject
008,01,equalRange,5,14,1.458,0,2.0,weakly_reject
008,01,equalRange,19,9,1.663,1,3.0,weakly_accept
008,01,equalRange,14,12,2.496,1,3.0,weakly_accept
008,01,equalRange,18,7,1.559,1,3.0,weakly_accept
008,01,equalRange,13,5,2.393,1,4.0,strongly_accept
008,01,equalRange,6,20,0.936,0,1.0,strongly_reject
008,01,equalRange,16,14,2.6,1,3.0,weakly_accept
008,01,equalRange,20,9,1.975,1,4.0,strongly_accept
008,01,equalRange,16,16,1.458,0,1.0,strongly_reject
008,01,equalRange,20,18,2.289,0,2.0,weakly_reject
008,01,equalRange,7,11,1.665,0,1.0,strongly_reject
008,01,equalRange,7,5,1.976,0,2.0,weakly_reject
008,01,equalRange,15,15,1.456,0,2.0,weakly_reject
008,01,equalRange,11,19,1.971,0,1.0,strongly_reject
008,01,equalRange,11,11,1.35,0,2.0,weakly_reject
008,01,equalRange,6,14,1.455,0,2.0,weakly_reject
008,01,equalRange,14,5,1.975,1,4.0,strongly_accept
008,01,equalRange,14,7,2.184,1,4.0,strongly_accept
008,01,equalRange,5,18,2.29,0,1.0,strongly_reject
008,01,equalRange,6,10,1.663,0,1.0,strongly_reject
008,01,equalRange,8,18,1.456,0,1.0,strongly_reject
008,01,equalRange,18,5,1.665,1,4.0,strongly_accept
008,01,equalRange,15,11,1.874,1,3.0,weakly_accept
008,01,equalRange,13,15,1.666,0,2.0,weakly_reject
008,01,equalRange,10,13,1.766,0,2.0,weakly_reject
008,01,equalRange,11,12,1.663,0,2.0,weakly_reject
008,01,equalRange,17,16,1.871,0,2.0,weakly_reject
008,01,equalRange,14,19,1.66,0,2.0,weakly_reject
008,01,equalRange,18,13,2.703,1,3.0,weakly_accept
008,01,equalRange,7,9,1.766,0,2.0,weakly_reject
008,01,equalRange,18,20,2.185,0,2.0,weakly_reject
008,01,equalRange,20,15,1.767,0,2.0,weakly_reject
008,01,equalRange,12,8,1.663,1,3.0,weakly_accept
008,01,equalRange,8,7,2.184,0,2.0,weakly_reject
008,01,equalRange,11,5,2.079,0,2.0,weakly_reject
008,01,equalRange,14,20,1.56,0,2.0,weakly_reject
008,01,equalRange,17,15,1.662,0,2.0,weakly_reject
008,01,equalRange,14,18,1.353,0,2.0,weakly_reject
008,01,equalRange,13,8,1.559,0,2.0,weakly_reject
008,01,equalRange,10,18,1.871,0,1.0,strongly_reject
008,01,equalRange,19,18,2.288,0,1.0,strongly_reject
008,01,equalRange,19,10,2.598,1,3.0,weakly_accept
008,01,equalRange,20,8,1.873,1,4.0,strongly_accept
008,01,equalRange,5,8,2.08,0,2.0,weakly_reject
008,01,equalRange,12,9,2.182,0,2.0,weakly_reject
008,01,equalRange,9,17,1.66,0,1.0,strongly_reject
008,01,equalRange,14,9,1.765,0,2.0,weakly_reject
008,01,equalRange,6,17,1.561,0,1.0,strongly_reject
008,01,equalRange,11,20,1.663,0,2.0,weakly_reject
008,01,equalRange,17,20,2.392,0,2.0,weakly_reject
008,01,equalRange,18,12,2.185,0,2.0,weakly_reject
008,01,equalRange,16,17,1.662,0,2.0,weakly_reject
008,01,equalRange,11,6,2.288,1,3.0,weakly_accept
008,01,equalRange,10,7,2.287,0,2.0,weakly_reject
008,01,equalRange,5,11,1.663,0,1.0,strongly_reject
008,01,equalRange,8,13,1.457,0,1.0,strongly_reject
008,01,equalRange,12,11,1.249,0,1.0,strongly_reject
008,01,equalRange,11,15,2.289,0,1.0,strongly_reject
008,01,equalRange,7,15,1.142,0,1.0,strongly_reject
008,01,equalRange,15,9,1.873,1,3.0,weakly_accept
008,01,equalRange,17,8,2.289,1,4.0,strongly_accept
008,02,equalRange,10,8,1.557,0,1.0,strongly_reject
008,02,equalRange,5,20,1.662,0,1.0,strongly_reject
008,02,equalRange,12,10,1.662,0,1.0,strongly_reject
008,02,equalRange,12,6,2.181,0,2.0,weakly_reject
008,02,equalRange,9,12,1.663,0,2.0,weakly_reject
008,02,equalRange,8,9,1.352,0,1.0,strongly_reject
008,02,equalRange,6,8,1.145,0,1.0,strongly_reject
008,02,equalRange,11,14,1.142,0,1.0,strongly_reject
008,02,equalRange,15,6,1.769,1,4.0,strongly_accept
008,02,equalRange,16,19,2.393,0,2.0,weakly_reject
008,02,equalRange,10,9,1.248,0,2.0,weakly_reject
008,02,equalRange,15,18,2.081,0,2.0,weakly_reject
008,02,equalRange,5,19,1.766,0,1.0,strongly_reject
008,02,equalRange,10,19,1.664,0,1.0,strongly_reject
008,02,equalRange,20,19,1.353,0,1.0,strongly_reject
008,02,equalRange,18,18,1.249,0,1.0,strongly_reject
008,02,equalRange,19,12,1.249,0,1.0,strongly_reject
008,02,equalRange,19,17,1.352,0,1.0,strongly_reject
008,02,equalRange,6,7,0.936,0,1.0,strongly_reject
008,02,equalRange,19,6,1.562,1,4.0,strongly_accept
008,02,equalRange,12,5,2.496,1,3.0,weakly_accept
008,02,equalRange,19,16,1.353,0,1.0,strongly_reject
008,02,equalRange,19,13,1.246,0,1.0,strongly_reject
008,02,equalRange,18,8,1.874,1,4.0,strongly_accept
008,02,equalRange,19,15,2.185,0,1.0,strongly_reject
008,02,equalRange,12,12,1.456,0,1.0,strongly_reject
008,02,equalRange,19,8,1.664,1,4.0,strongly_accept
008,02,equalRange,8,17,1.768,0,1.0,strongly_reject
008,02,equalRange,17,12,1.769,0,2.0,weakly_reject
008,02,equalRange,9,16,1.87,0,1.0,strongly_reject
008,02,equalRange,17,19,1.146,0,1.0,strongly_reject
008,02,equalRange,7,12,1.454,0,1.0,strongly_reject
008,02,equalRange,7,16,1.145,0,1.0,strongly_reject
008,02,equalRange,16,18,1.873,0,1.0,strongly_reject
008,02,equalRange,16,7,1.561,1,4.0,strongly_accept
008,02,equalRange,12,20,1.248,0,1.0,strongly_reject
008,02,equalRange,8,5,1.146,0,1.0,strongly_reject
008,02,equalRange,18,16,0.937,0,1.0,strongly_reject
008,02,equalRange,16,13,1.768,0,1.0,strongly_reject
008,02,equalRange,11,17,1.767,0,1.0,strongly_reject
008,02,equalRange,11,13,1.353,0,1.0,strongly_reject
008,02,equalRange,11,16,1.247,0,1.0,strongly_reject
008,02,equalRange,6,15,1.559,0,1.0,strongly_reject
008,02,equalRange,15,7,1.664,1,4.0,strongly_accept
008,02,equalRange,9,6,1.246,0,1.0,strongly_reject
008,02,equalRange,20,12,1.665,1,4.0,strongly_accept
008,02,equalRange,17,11,2.185,0,2.0,weakly_reject
008,02,equalRange,8,14,2.077,0,1.0,strongly_reject
008,02,equalRange,14,6,1.665,1,4.0,strongly_accept
008,02,equalRange,13,16,1.04,0,1.0,strongly_reject
008,02,equalRange,5,17,0.834,0,1.0,strongly_reject
008,02,equalRange,18,6,1.457,1,4.0,strongly_accept
008,02,equalRange,6,13,1.562,0,1.0,strongly_reject
008,02,equalRange,5,7,0.937,0,1.0,strongly_reject
008,02,equalRange,14,10,0.83,0,1.0,strongly_reject
008,02,equalRange,16,10,1.248,0,1.0,strongly_reject
008,02,equalRange,14,17,1.042,0,1.0,strongly_reject
008,02,equalRange,14,15,1.558,0,1.0,strongly_reject
008,02,equalRange,6,9,0.935,0,1.0,strongly_reject
008,02,equalRange,14,11,1.146,0,1.0,strongly_reject
008,02,equalRange,9,19,1.246,0,1.0,strongly_reject
008,02,equalRange,13,14,1.144,0,1.0,strongly_reject
008,02,equalRange,8,11,0.937,0,1.0,strongly_reject
008,02,equalRange,13,11,1.249,0,1.0,strongly_reject
008,03,equalRange,6,19,1.144,0,1.0,strongly_reject
008,03,equalRange,10,12,1.145,0,1.0,strongly_reject
008,03,equalRange,16,5,1.557,1,4.0,strongly_accept
008,03,equalRange,12,13,1.146,0,1.0,strongly_reject
008,03,equalRange,16,6,1.558,1,4.0,strongly_accept
008,03,equalRange,17,9,2.184,1,3.0,weakly_accept
008,03,equalRange,19,5,1.873,1,4.0,strongly_accept
008,03,equalRange,7,13,1.247,0,1.0,strongly_reject
008,03,equalRange,7,17,1.457,0,1.0,strongly_reject
008,03,equalRange,17,13,1.352,0,1.0,strongly_reject
008,03,equalRange,11,9,1.561,0,1.0,strongly_reject
008,03,equalRange,17,18,1.353,0,1.0,strongly_reject
008,03,equalRange,17,17,1.04,0,1.0,strongly_reject
