sub,run,gain,loss,RT,participant_response
016,02,14,10,2.498,weakly_accept
016,02,19,16,1.767,weakly_accept
016,02,9,12,0.936,strongly_reject
016,02,19,13,2.183,weakly_accept
016,02,19,6,1.453,strongly_accept
016,02,5,20,1.977,strongly_reject
016,02,12,12,2.181,weakly_reject
016,02,15,18,1.768,weakly_accept
016,02,17,19,1.352,strongly_reject
016,02,11,13,1.142,strongly_reject
016,02,12,5,1.561,strongly_accept
016,02,14,15,1.457,strongly_reject
016,02,14,17,2.082,weakly_accept
016,02,12,10,2.288,weakly_accept
016,02,19,15,2.912,weakly_accept
016,02,13,14,1.353,weakly_accept
016,02,18,8,1.873,strongly_accept
016,02,16,19,2.181,weakly_accept
016,02,10,9,2.078,weakly_accept
016,02,8,9,1.56,weakly_reject
016,02,9,19,1.144,strongly_reject
016,02,14,6,2.909,weakly_accept
016,02,20,19,1.664,weakly_accept
016,02,9,16,1.246,weakly_reject
016,02,6,15,0.935,strongly_reject
016,02,8,17,0.831,strongly_reject
016,02,20,12,1.354,strongly_accept
016,02,16,10,2.809,strongly_accept
016,03,13,12,1.353,weakly_accept
016,03,15,14,1.143,weakly_accept
016,03,8,10,1.77,weakly_reject
016,03,13,13,1.768,strongly_reject
016,03,17,13,1.146,weakly_reject
016,03,14,13,1.872,weakly_reject
016,03,6,19,3.015,weakly_reject
016,03,17,18,1.976,weakly_accept
016,03,20,13,1.457,strongly_accept
016,03,20,16,1.354,strongly_accept
016,03,15,20,1.768,weakly_accept
016,03,13,17,1.56,weakly_reject
016,03,14,14,1.453,strongly_reject
016,03,20,17,1.768,strongly_reject
016,03,5,6,1.352,weakly_reject
016,03,9,9,1.975,weakly_reject
016,03,9,18,1.144,strongly_reject
016,03,10,5,1.351,strongly_accept
016,03,17,10,1.35,strongly_accept
016,03,19,5,1.146,weakly_accept
016,03,6,12,1.56,weakly_reject
016,03,10,12,1.664,strongly_reject
016,03,8,15,1.35,weakly_reject
016,03,20,6,1.352,strongly_accept
016,03,7,17,1.039,strongly_reject
016,03,13,19,1.455,weakly_accept
016,03,12,13,1.559,weakly_reject
016,03,12,19,1.456,strongly_reject
016,03,16,5,1.351,strongly_accept
016,03,20,7,1.144,weakly_accept
016,03,11,9,0.937,strongly_accept
016,03,5,10,1.04,strongly_reject
016,03,7,13,1.35,strongly_reject
016,03,19,14,1.769,weakly_accept
016,03,17,9,0.937,strongly_accept
016,03,19,11,1.872,weakly_accept
016,03,5,13,1.037,strongly_reject
016,03,16,6,1.663,strongly_accept
016,03,13,10,1.248,weakly_reject
016,03,13,9,1.041,strongly_reject
016,03,9,5,1.664,weakly_accept
016,03,9,8,1.557,weakly_accept
016,03,9,7,1.039,strongly_reject
016,03,17,7,1.247,strongly_accept
016,03,5,16,1.144,strongly_reject
016,03,17,17,1.142,strongly_reject
016,03,5,12,0.831,strongly_reject
016,03,13,20,1.145,weakly_reject
016,03,9,15,1.144,strongly_reject
016,03,9,20,1.351,strongly_reject
016,03,13,6,1.04,strongly_accept
016,03,15,5,1.142,strongly_accept
016,03,12,15,1.665,weakly_accept
016,03,7,18,1.663,strongly_reject
016,03,7,7,1.036,weakly_reject
016,03,20,20,1.143,strongly_reject
016,03,8,20,1.04,strongly_reject
016,03,9,11,1.248,strongly_reject
016,03,8,8,1.039,strongly_reject
016,03,15,10,1.456,weakly_accept
016,03,6,5,0.937,strongly_reject
016,03,12,17,1.456,weakly_reject
016,03,10,14,1.145,strongly_reject
016,03,20,11,1.04,strongly_accept
016,04,7,10,1.252,weakly_reject
016,04,10,10,0.834,weakly_reject
016,04,19,20,1.355,weakly_reject
016,04,18,15,1.565,weakly_accept
016,04,10,17,1.458,weakly_reject
016,04,8,6,1.355,weakly_accept
016,04,7,6,0.731,weakly_accept
016,04,20,5,1.044,strongly_accept
016,04,6,11,1.044,weakly_reject
016,04,7,20,1.044,strongly_reject
016,04,18,11,1.979,weakly_accept
016,04,11,10,1.46,weakly_reject
016,04,10,16,1.775,weakly_accept
016,04,19,19,1.46,strongly_reject
016,04,15,16,1.147,weakly_reject
016,04,13,18,1.147,weakly_accept
016,04,8,19,1.044,strongly_reject
016,04,16,15,1.147,strongly_reject
016,04,15,19,1.25,weakly_accept
016,04,10,11,1.147,weakly_reject
016,04,6,18,0.939,weakly_reject
016,04,18,9,1.044,strongly_accept
016,04,14,16,1.252,weakly_reject
016,04,18,19,1.253,strongly_reject
016,04,9,13,1.354,strongly_reject
016,04,10,20,1.252,weakly_reject
016,04,16,12,1.251,strongly_accept
016,04,18,10,1.357,strongly_accept
016,04,7,19,1.146,strongly_reject
016,04,8,16,1.25,strongly_reject
016,04,10,6,1.771,strongly_accept
016,04,7,14,1.147,weakly_reject
016,04,15,17,1.25,weakly_accept
016,04,17,14,1.356,weakly_accept
016,04,15,12,1.251,weakly_accept
016,04,15,13,1.982,weakly_accept
016,04,17,5,0.835,strongly_accept
016,04,19,7,0.938,strongly_accept
016,04,12,7,1.041,strongly_accept
016,04,16,11,1.564,strongly_accept
016,04,16,20,1.149,strongly_reject
016,04,20,14,0.939,weakly_accept
016,04,7,8,1.147,weakly_accept
016,04,12,14,1.042,weakly_reject
016,04,15,8,1.145,weakly_accept
016,04,9,10,1.044,strongly_reject
016,04,6,16,1.251,weakly_reject
016,04,8,12,1.148,strongly_reject
016,04,10,15,1.251,weakly_reject
016,04,13,7,1.25,weakly_accept
016,04,18,17,0.937,strongly_reject
016,04,18,14,1.46,weakly_reject
016,04,11,18,2.085,weakly_reject
016,04,5,15,1.043,strongly_reject
016,04,14,8,1.146,strongly_accept
016,04,5,9,0.939,weakly_accept
016,04,17,6,1.459,strongly_accept
016,04,11,8,0.939,strongly_accept
016,04,12,18,0.939,weakly_accept
016,04,16,9,0.94,strongly_accept
016,04,16,8,0.939,strongly_accept
016,04,20,10,1.042,weakly_accept
016,04,11,7,1.251,strongly_accept
016,04,6,6,1.148,weakly_reject
017,01,14,6,1.561,strongly_accept
017,01,34,14,1.869,strongly_accept
017,01,34,13,1.664,strongly_accept
017,01,10,10,1.766,strongly_reject
017,01,12,19,1.663,strongly_reject
017,01,20,8,1.145,strongly_reject
017,01,28,9,1.56,strongly_accept
017,01,20,15,2.075,weakly_reject
017,01,10,7,1.978,weakly_reject
017,01,16,6,1.769,weakly_accept
017,01,16,5,2.495,weakly_accept
017,01,10,15,1.557,strongly_reject
017,01,16,17,1.351,strongly_reject
017,01,20,9,2.285,weakly_reject
017,01,24,13,1.666,strongly_accept
017,01,18,20,1.144,strongly_reject
017,01,22,10,2.491,strongly_accept
017,01,38,14,2.289,strongly_accept
017,01,38,9,1.871,strongly_accept
017,01,28,5,1.874,strongly_accept
017,01,32,20,2.807,weakly_accept
017,01,32,13,1.249,strongly_accept
017,01,14,9,3.954,weakly_accept
017,01,32,5,1.56,strongly_accept
017,01,20,7,1.66,strongly_accept
017,01,36,8,2.391,strongly_accept
017,01,30,8,1.039,strongly_accept
017,01,28,8,0.937,strongly_accept
017,01,24,17,1.976,weakly_accept
017,01,26,16,3.116,weakly_accept
017,01,38,6,1.456,strongly_accept
017,01,30,14,1.769,strongly_accept
017,01,36,7,1.04,strongly_accept
017,01,14,14,1.247,strongly_reject
017,01,26,9,1.973,weakly_accept
017,01,40,18,1.455,strongly_accept
017,01,24,14,1.145,strongly_accept
017,01,36,10,1.56,strongly_accept
017,01,16,16,1.348,strongly_reject
017,01,20,20,1.246,strongly_reject
017,01,28,17,2.078,weakly_reject
017,01,12,9,1.765,strongly_reject
017,01,32,14,2.7,weakly_accept
017,01,36,12,1.56,strongly_accept
017,01,38,15,1.247,strongly_accept
017,01,32,12,0.833,strongly_accept
017,01,28,20,2.494,weakly_reject
017,01,38,19,2.909,weakly_accept
017,01,12,10,2.077,weakly_reject
017,01,40,12,2.702,strongly_accept
017,01,34,19,3.637,weakly_accept
017,01,22,11,2.597,weakly_accept
017,01,24,9,1.04,strongly_accept
017,01,16,13,3.014,strongly_reject
017,01,22,19,1.769,strongly_reject
017,01,22,8,3.329,weakly_reject
017,01,10,20,1.454,strongly_reject
017,01,20,5,3.014,strongly_accept
017,01,30,10,1.66,strongly_accept
017,01,18,14,2.808,weakly_reject
017,01,34,8,1.665,weakly_accept
017,01,30,17,3.324,weakly_accept
017,01,10,18,2.285,strongly_reject
017,01,38,20,3.119,strongly_accept
017,02,40,17,1.144,strongly_accept
017,02,18,10,1.847,weakly_accept
017,02,34,12,1.329,strongly_accept
017,02,14,10,2.393,weakly_reject
017,02,30,16,2.815,strongly_accept
017,02,36,14,2.081,strongly_accept
017,02,30,11,1.354,strongly_accept
017,02,30,20,1.354,weakly_accept
017,02,20,18,3.229,strongly_reject
017,02,32,11,1.979,weakly_accept
017,02,26,11,1.563,strongly_accept
017,02,22,18,1.773,strongly_reject
017,02,18,11,1.981,weakly_reject
017,02,36,11,2.815,strongly_accept
017,02,38,13,2.397,strongly_accept
017,02,12,6,3.436,weakly_accept
017,02,16,20,1.98,strongly_reject
017,02,10,16,1.252,strongly_reject
017,02,40,10,2.08,strongly_accept
017,02,12,8,3.022,weakly_reject
017,02,30,18,3.856,weakly_accept
017,02,34,15,2.084,strongly_accept
017,02,20,16,2.08,weakly_reject
017,02,32,7,1.252,strongly_accept
017,02,16,9,3.435,weakly_reject
017,02,30,12,2.085,strongly_accept
017,02,36,19,1.563,weakly_accept
017,02,12,18,2.499,strongly_reject
017,02,26,5,1.77,strongly_accept
017,02,40,15,1.461,strongly_accept
017,02,12,15,1.252,strongly_reject
017,02,18,8,1.252,strongly_accept
017,02,34,20,3.335,strongly_accept
017,02,20,6,1.667,strongly_accept
017,02,16,11,2.29,weakly_reject
017,02,38,18,3.23,strongly_accept
017,02,16,15,1.25,strongly_reject
017,02,18,6,1.251,strongly_accept
017,02,36,9,2.288,strongly_accept
017,02,10,19,1.355,strongly_reject
017,02,30,7,1.042,strongly_accept
017,02,16,7,3.01,weakly_reject
017,02,28,16,1.459,strongly_accept
017,02,20,11,2.085,weakly_accept
017,02,26,18,3.334,weakly_accept
017,02,40,5,2.292,strongly_accept
017,02,26,13,1.043,strongly_accept
017,02,24,15,1.981,weakly_accept
017,02,18,17,1.873,strongly_reject
017,02,12,14,1.249,strongly_reject
017,02,34,7,1.561,strongly_accept
017,02,40,7,0.939,strongly_accept
017,02,28,7,1.146,strongly_accept
017,02,22,16,2.187,weakly_accept
017,02,16,8,2.292,strongly_accept
017,02,10,12,1.146,strongly_reject
017,02,24,6,2.914,strongly_accept
017,02,28,18,2.183,weakly_accept
017,02,40,8,1.147,strongly_accept
017,02,14,18,1.46,strongly_reject
017,02,24,11,2.397,strongly_accept
017,02,24,16,3.332,strongly_accept
017,02,24,20,3.232,weakly_reject
017,02,32,15,0.0,NoResp
017,03,20,14,2.601,weakly_reject
017,03,32,18,3.334,weakly_accept
017,03,34,18,1.772,weakly_reject
017,03,36,15,3.331,weakly_accept
017,03,10,5,1.459,weakly_accept
017,03,16,12,1.46,weakly_reject
017,03,26,8,1.564,weakly_reject
017,03,40,6,1.148,strongly_accept
017,03,10,14,1.146,strongly_reject
017,03,26,10,2.711,weakly_accept
017,03,20,12,1.563,strongly_accept
017,03,18,9,2.393,strongly_accept
017,03,12,16,1.356,strongly_reject
017,03,34,17,3.857,weakly_reject
017,03,36,6,1.142,strongly_accept
017,03,30,5,0.939,strongly_accept
017,03,14,20,1.147,strongly_reject
017,03,10,8,1.461,strongly_reject
017,03,24,19,1.979,weakly_reject
017,03,22,15,2.912,weakly_accept
017,03,12,12,1.044,strongly_reject
017,03,20,19,1.044,strongly_reject
017,03,32,16,3.439,weakly_reject
017,03,28,12,2.188,strongly_accept
017,03,28,11,1.042,strongly_accept
017,03,40,13,0.94,strongly_accept
017,03,14,5,0.94,strongly_accept
017,03,24,7,1.982,weakly_accept
017,03,32,19,1.461,weakly_reject
017,03,22,12,1.77,weakly_accept
017,03,32,6,1.457,strongly_accept
017,03,22,5,1.356,strongly_accept
017,03,32,9,1.147,strongly_accept
017,03,28,19,2.917,weakly_reject
017,03,26,7,1.667,weakly_accept
017,03,32,17,1.668,weakly_accept
017,03,16,14,1.147,strongly_reject
017,03,12,5,2.502,weakly_reject
017,03,38,10,2.397,weakly_accept
017,03,36,13,2.085,weakly_accept
017,03,16,19,1.876,strongly_reject
017,03,22,17,2.083,weakly_reject
017,03,10,9,1.043,strongly_reject
017,03,40,9,1.461,weakly_accept
017,03,28,14,1.773,weakly_accept
017,03,22,6,1.563,weakly_accept
017,03,14,17,1.147,strongly_reject
017,03,18,18,1.147,strongly_reject
017,03,18,16,1.458,weakly_reject
017,03,24,12,1.251,weakly_accept
017,03,14,11,1.353,weakly_reject
017,03,36,5,1.978,strongly_accept
017,03,30,13,1.98,strongly_accept
017,03,36,17,1.669,weakly_accept
017,03,40,14,1.044,strongly_accept
017,03,10,13,1.357,strongly_reject
017,03,40,19,1.669,weakly_accept
017,03,24,8,2.396,strongly_accept
017,03,38,11,1.979,strongly_accept
017,03,30,15,1.253,strongly_accept
017,03,34,10,0.94,strongly_accept
017,03,22,14,1.773,weakly_accept
017,03,38,5,2.812,strongly_accept
017,03,14,19,1.147,strongly_reject
017,04,28,13,1.666,strongly_accept
017,04,32,8,1.977,strongly_accept
017,04,14,13,1.667,strongly_reject
017,04,18,5,1.564,strongly_accept
017,04,20,13,2.08,weakly_accept
017,04,36,16,3.952,strongly_accept
017,04,12,20,1.564,strongly_reject
017,04,26,17,2.604,weakly_accept
017,04,14,12,1.355,weakly_reject
017,04,12,11,1.25,strongly_reject
017,04,18,15,1.771,weakly_reject
017,04,18,19,1.148,strongly_reject
017,04,28,15,1.979,weakly_reject
017,04,26,19,2.5,weakly_reject
017,04,14,8,3.439,weakly_reject
017,04,10,11,1.147,strongly_reject
017,04,40,11,1.352,strongly_accept
017,04,38,7,1.875,strongly_accept
017,04,10,17,1.25,strongly_reject
017,04,20,17,1.774,strongly_reject
017,04,24,10,1.979,strongly_accept
017,04,30,19,1.771,weakly_accept
017,04,34,9,3.85,strongly_accept
017,04,26,15,1.562,weakly_accept
017,04,16,18,1.458,strongly_reject
017,04,14,16,0.938,strongly_reject
017,04,34,6,1.46,weakly_accept
017,04,24,18,3.33,strongly_accept
017,04,34,5,1.561,strongly_accept
017,04,10,6,2.29,weakly_accept
017,04,26,20,2.706,weakly_reject
017,04,12,13,1.147,strongly_reject
017,04,36,18,2.709,weakly_accept
017,04,22,9,2.293,weakly_accept
017,04,18,12,2.189,weakly_reject
017,04,32,10,1.874,strongly_accept
017,04,38,12,1.251,strongly_accept
017,04,14,7,2.189,weakly_accept
017,04,20,10,2.291,strongly_accept
017,04,12,17,1.356,strongly_reject
017,04,28,10,2.709,strongly_accept
017,04,38,16,2.293,strongly_accept
017,04,18,13,2.396,weakly_reject
017,04,26,6,1.148,strongly_accept
017,04,34,11,1.668,strongly_accept
017,04,30,6,1.252,strongly_accept
017,04,12,7,1.77,weakly_accept
017,04,18,7,3.125,weakly_accept
017,04,22,20,1.251,strongly_reject
017,04,36,20,1.874,weakly_accept
017,04,16,10,2.186,weakly_reject
017,04,38,8,1.455,strongly_accept
017,04,14,15,1.354,strongly_reject
017,04,30,9,2.085,strongly_accept
017,04,26,12,2.186,strongly_accept
017,04,38,17,1.771,weakly_accept
017,04,22,13,1.98,weakly_accept
017,04,40,16,1.458,strongly_accept
017,04,26,14,1.561,strongly_accept
017,04,34,16,1.562,strongly_accept
017,04,40,20,1.044,strongly_accept
017,04,28,6,1.458,strongly_accept
017,04,22,7,2.498,strongly_accept
017,04,24,5,0.937,strongly_accept
018,01,5,11,1.459,weakly_reject
018,01,20,9,0.939,strongly_accept
018,01,8,13,0.939,weakly_reject
018,01,14,9,1.041,strongly_accept
018,01,8,18,0.834,strongly_reject
018,01,10,7,1.356,weakly_reject
018,01,16,17,1.041,strongly_reject
018,01,5,14,0.833,strongly_reject
018,01,6,20,0.939,strongly_reject
018,01,12,11,0.835,strongly_reject
018,01,7,9,0.938,weakly_reject
018,01,19,10,0.94,strongly_accept
018,01,11,15,0.938,strongly_reject
018,01,17,8,1.148,weakly_accept
018,01,7,5,1.352,weakly_accept
018,01,6,17,1.148,weakly_reject
018,01,12,16,1.562,weakly_reject
018,01,6,10,0.832,strongly_reject
018,01,10,13,0.835,strongly_reject
018,01,11,12,0.731,strongly_reject
018,01,13,8,1.249,weakly_accept
018,01,14,19,1.147,strongly_reject
018,01,18,7,1.144,weakly_accept
018,01,18,12,1.251,weakly_accept
018,01,8,7,1.044,strongly_reject
018,01,7,11,1.147,strongly_reject
018,01,7,15,1.041,strongly_reject
018,01,15,9,1.043,weakly_accept
018,01,20,8,1.144,strongly_accept
018,01,9,14,0.938,strongly_reject
018,01,20,18,1.457,weakly_accept
018,01,6,14,1.456,strongly_reject
018,01,12,8,1.251,weakly_accept
018,01,16,14,1.56,weakly_accept
018,01,17,15,1.561,weakly_accept
018,01,14,18,1.354,strongly_reject
018,01,9,17,1.044,strongly_reject
018,01,13,15,1.46,strongly_reject
018,01,14,12,1.564,weakly_accept
018,01,17,20,1.041,strongly_reject
018,01,18,13,1.357,weakly_accept
018,01,12,9,1.251,weakly_accept
018,01,5,8,1.147,strongly_reject
018,01,18,5,1.251,strongly_accept
018,01,5,18,0.936,strongly_reject
018,01,14,20,1.563,strongly_reject
018,01,19,18,1.773,weakly_reject
018,01,15,15,1.353,strongly_reject
018,01,5,5,1.043,strongly_reject
018,01,11,11,0.937,strongly_reject
018,01,15,11,1.666,weakly_accept
018,01,10,18,1.042,strongly_reject
018,01,20,15,1.46,strongly_accept
018,01,17,16,0.938,strongly_reject
018,01,11,5,1.042,strongly_accept
018,01,14,7,1.143,strongly_accept
018,01,11,19,1.769,strongly_reject
018,01,11,20,1.04,strongly_reject
018,01,14,5,1.043,strongly_accept
018,01,13,5,1.147,strongly_accept
018,01,18,20,0.937,strongly_reject
018,01,16,16,1.563,strongly_reject
018,01,11,6,1.042,weakly_accept
018,01,19,9,1.043,strongly_accept
018,02,18,18,0.937,strongly_reject
018,02,17,19,0.73,strongly_reject
018,02,12,10,1.458,weakly_accept
018,02,16,18,1.043,strongly_reject
018,02,9,6,1.142,weakly_accept
018,02,9,12,0.939,strongly_reject
018,02,8,14,1.25,strongly_reject
018,02,6,8,0.717,strongly_reject
018,02,5,7,0.834,strongly_reject
018,02,10,9,1.561,strongly_reject
018,02,17,12,1.352,weakly_accept
018,02,19,17,1.147,weakly_accept
018,02,8,17,1.25,strongly_reject
018,02,11,14,0.0,NoResp
018,02,20,12,1.25,strongly_accept
018,02,10,8,1.458,weakly_accept
018,02,18,8,0.938,strongly_accept
018,02,15,18,1.043,strongly_reject
018,02,12,5,1.564,weakly_accept
018,02,14,17,1.043,strongly_reject
018,02,15,7,1.248,weakly_accept
018,02,7,12,1.147,strongly_reject
018,02,6,7,1.564,strongly_reject
018,02,16,19,2.292,strongly_reject
018,02,19,16,1.668,strongly_reject
018,02,9,16,1.043,strongly_reject
018,02,5,20,1.043,strongly_reject
018,02,14,11,1.357,weakly_accept
018,02,15,6,1.876,strongly_accept
018,02,17,11,1.044,weakly_accept
018,02,10,19,1.357,strongly_reject
018,02,6,13,1.043,strongly_reject
018,02,12,12,0.835,strongly_reject
018,02,19,15,0.938,weakly_accept
018,02,7,16,0.835,strongly_reject
018,02,19,8,1.147,strongly_accept
018,02,16,7,1.25,weakly_accept
018,02,19,13,3.85,strongly_reject
018,02,11,16,1.146,strongly_reject
018,02,12,20,0.938,strongly_reject
018,02,16,13,1.353,weakly_accept
018,02,5,17,0.835,strongly_reject
018,02,18,16,1.665,weakly_accept
018,02,16,10,1.458,weakly_accept
018,02,12,6,1.044,weakly_accept
018,02,5,19,0.833,strongly_reject
018,02,14,6,1.044,weakly_accept
018,02,19,6,0.94,strongly_accept
018,02,11,13,1.148,strongly_reject
018,02,13,11,0.834,strongly_reject
018,02,20,19,0.833,strongly_reject
018,02,6,15,0.833,strongly_reject
018,02,14,15,0.835,strongly_reject
018,02,13,14,0.937,strongly_reject
018,02,8,11,1.044,strongly_reject
018,02,9,19,0.731,strongly_reject
018,02,8,9,0.731,strongly_reject
018,02,19,12,1.247,weakly_accept
018,02,18,6,1.044,weakly_accept
018,02,6,9,0.834,strongly_reject
018,02,11,17,0.939,strongly_reject
018,02,8,5,1.251,strongly_reject
018,02,14,10,1.043,weakly_accept
018,02,13,16,0.835,strongly_reject
018,03,12,19,0.935,strongly_reject
018,03,7,13,0.731,strongly_reject
018,03,13,19,0.938,strongly_reject
018,03,19,14,1.041,weakly_reject
018,03,15,5,1.354,strongly_accept
018,03,12,13,0.834,strongly_reject
018,03,10,12,0.835,strongly_reject
018,03,8,15,0.73,strongly_reject
018,03,17,7,1.043,strongly_accept
018,03,13,6,1.252,strongly_reject
018,03,17,10,1.46,strongly_accept
018,03,6,5,1.043,strongly_reject
018,03,7,18,0.835,strongly_reject
018,03,10,14,0.835,strongly_reject
018,03,16,6,1.042,strongly_accept
018,03,16,5,1.041,strongly_accept
018,03,12,17,0.729,strongly_reject
018,03,17,9,0.834,strongly_accept
018,03,9,8,0.834,strongly_reject
018,03,9,7,0.832,strongly_reject
018,03,17,18,1.352,strongly_reject
018,03,14,14,0.938,strongly_reject
018,03,8,20,0.935,strongly_reject
018,03,13,17,0.937,strongly_reject
018,03,6,12,0.833,strongly_reject
018,03,13,20,0.939,strongly_reject
018,03,11,9,1.249,weakly_accept
018,03,20,17,1.354,strongly_reject
018,03,12,15,1.25,strongly_reject
018,03,9,15,0.938,strongly_reject
018,03,9,9,0.937,strongly_reject
018,03,20,7,1.562,strongly_accept
018,03,5,12,0.835,strongly_reject
018,03,20,16,1.564,strongly_reject
018,03,7,17,1.352,strongly_reject
018,03,13,10,1.251,weakly_accept
018,03,17,17,0.833,strongly_reject
018,03,19,11,1.041,strongly_accept
018,03,5,10,0.936,strongly_reject
018,03,20,11,1.044,weakly_accept
018,03,5,13,1.042,strongly_reject
018,03,15,10,1.043,weakly_accept
018,03,13,13,1.147,strongly_reject
018,03,13,12,1.044,strongly_reject
018,03,17,13,1.771,strongly_reject
018,03,15,14,0.834,strongly_reject
018,03,8,8,1.042,strongly_reject
018,03,5,6,0.729,strongly_reject
018,03,10,5,1.355,weakly_accept
018,03,20,6,1.147,strongly_accept
018,03,6,19,1.043,strongly_reject
018,03,15,20,0.938,strongly_reject
018,03,13,9,2.294,weakly_accept
018,03,8,10,0.938,strongly_reject
018,03,9,18,0.939,strongly_reject
018,03,9,5,1.457,strongly_reject
018,03,9,20,0.938,strongly_reject
018,03,14,13,1.251,strongly_reject
018,03,20,20,0.938,strongly_reject
018,03,5,16,1.147,strongly_reject
018,03,7,7,1.25,strongly_reject
018,03,19,5,1.458,strongly_accept
018,03,9,11,1.147,strongly_reject
018,03,20,13,1.353,weakly_accept
018,04,20,14,1.356,weakly_accept
018,04,10,20,0.832,strongly_reject
018,04,8,6,1.355,strongly_reject
018,04,5,9,0.731,strongly_reject
018,04,7,6,0.94,strongly_reject
018,04,15,17,0.729,strongly_reject
018,04,13,18,0.938,strongly_reject
018,04,17,14,1.46,strongly_reject
018,04,16,11,1.354,strongly_accept
018,04,11,8,2.709,strongly_reject
018,04,18,15,2.187,weakly_accept
018,04,12,14,1.041,strongly_reject
018,04,11,18,1.043,strongly_reject
018,04,20,5,0.939,strongly_accept
018,04,12,7,1.354,weakly_accept
018,04,6,11,0.834,strongly_reject
018,04,6,16,0.834,strongly_reject
018,04,9,10,0.938,strongly_reject
018,04,15,13,1.147,strongly_reject
018,04,10,11,0.835,strongly_reject
018,04,10,17,0.833,strongly_reject
018,04,7,20,1.042,strongly_reject
018,04,16,20,1.355,weakly_reject
018,04,18,19,1.042,strongly_reject
018,04,16,8,1.146,strongly_accept
018,04,8,16,0.833,strongly_reject
018,04,19,20,0.938,strongly_reject
018,04,18,10,1.561,strongly_accept
018,04,18,14,1.251,weakly_accept
018,04,15,12,1.041,weakly_accept
018,04,6,18,0.835,strongly_reject
018,04,7,19,0.939,strongly_reject
018,04,18,17,1.146,strongly_reject
018,04,7,8,1.145,strongly_reject
018,04,14,8,1.251,weakly_accept
018,04,17,6,1.043,strongly_accept
018,04,12,18,1.147,strongly_reject
018,04,16,12,1.04,weakly_accept
018,04,16,9,1.457,strongly_accept
018,04,20,10,1.044,strongly_accept
018,04,5,15,0.938,strongly_reject
018,04,7,14,0.834,strongly_reject
018,04,15,19,0.936,strongly_reject
018,04,9,13,0.728,strongly_reject
018,04,10,16,0.73,strongly_reject
018,04,10,15,0.834,strongly_reject
018,04,11,10,1.356,strongly_reject
018,04,18,11,1.146,strongly_accept
018,04,19,7,1.148,strongly_accept
018,04,19,19,0.938,strongly_reject
018,04,10,6,1.561,weakly_accept
018,04,15,8,1.353,strongly_accept
018,04,6,6,1.249,strongly_reject
018,04,11,7,1.147,weakly_accept
018,04,15,16,1.666,strongly_reject
018,04,7,10,0.939,strongly_reject
018,04,13,7,1.147,weakly_accept
018,04,16,15,0.832,strongly_reject
018,04,14,16,0.727,strongly_reject
018,04,10,10,0.834,strongly_reject
018,04,18,9,1.248,strongly_accept
018,04,17,5,0.835,strongly_accept
018,04,8,12,0.94,strongly_reject
018,04,8,19,0.73,strongly_reject
019,01,14,14,1.87,weakly_reject
019,01,38,14,1.351,strongly_accept
019,01,10,18,1.767,strongly_reject
019,01,16,5,1.455,weakly_accept
019,01,40,12,1.56,strongly_accept
019,01,40,18,1.557,strongly_accept
019,01,24,9,1.977,strongly_accept
019,01,30,14,2.183,strongly_accept
019,01,10,15,1.872,strongly_reject
019,01,28,5,1.769,strongly_accept
019,01,18,20,1.664,strongly_reject
019,01,24,14,1.873,weakly_accept
019,01,12,9,2.495,weakly_accept
019,01,36,7,1.665,strongly_accept
019,01,38,19,2.289,strongly_accept
019,01,20,15,3.433,weakly_reject
019,01,32,12,1.661,strongly_accept
019,01,30,17,2.39,strongly_accept
019,01,14,9,2.391,weakly_reject
019,01,38,9,1.248,strongly_accept
019,01,32,5,1.769,strongly_accept
019,01,10,10,1.661,weakly_reject
019,01,12,10,1.873,weakly_reject
019,01,28,17,2.288,strongly_accept
019,01,34,8,1.145,strongly_accept
019,01,28,9,0.937,strongly_accept
019,01,20,9,1.665,strongly_accept
019,01,38,6,1.041,strongly_accept
019,01,32,20,2.913,strongly_accept
019,01,38,15,1.249,strongly_accept
019,01,28,20,1.769,weakly_accept
019,01,16,13,1.664,weakly_reject
019,01,34,14,1.56,strongly_accept
019,01,20,7,1.559,strongly_accept
019,01,18,14,2.912,weakly_reject
019,01,24,13,1.561,strongly_accept
019,01,34,13,1.352,strongly_accept
019,01,36,10,1.146,strongly_accept
019,01,32,13,1.248,strongly_accept
019,01,26,16,2.601,strongly_accept
019,01,30,8,1.041,strongly_accept
019,01,24,17,3.224,weakly_accept
019,01,34,19,1.145,strongly_accept
019,01,16,16,1.455,strongly_reject
019,01,38,20,1.041,strongly_accept
019,01,22,8,1.247,strongly_accept
019,01,22,19,2.807,strongly_reject
019,01,10,7,2.601,strongly_reject
019,01,22,10,1.977,strongly_accept
019,01,10,20,1.561,strongly_reject
019,01,28,8,1.144,strongly_accept
019,01,16,17,1.143,strongly_reject
019,01,26,9,1.249,strongly_accept
019,01,30,10,0.833,strongly_accept
019,01,36,8,0.728,strongly_accept
019,01,36,12,0.933,strongly_accept
019,01,14,6,2.913,strongly_accept
019,01,20,8,1.04,strongly_accept
019,01,16,6,2.7,weakly_accept
019,01,12,19,1.246,strongly_reject
019,01,32,14,1.974,strongly_accept
019,01,20,20,1.977,strongly_reject
019,01,20,5,1.352,strongly_accept
019,01,22,11,2.805,weakly_accept
019,02,34,7,1.456,strongly_accept
019,02,40,7,0.934,strongly_accept
019,02,38,13,1.868,strongly_accept
019,02,34,20,2.288,strongly_accept
