sub,run,gain,loss,RT,participant_response
059,01,10,20,1.459,strongly_reject
059,01,20,20,1.666,weakly_reject
059,01,16,5,1.356,strongly_accept
059,01,24,9,1.039,strongly_accept
059,01,16,6,1.042,strongly_accept
059,01,22,11,1.252,weakly_accept
059,01,36,12,1.148,strongly_accept
059,01,28,5,0.938,strongly_accept
059,01,22,19,2.085,weakly_reject
059,01,38,6,0.94,strongly_accept
059,01,32,14,1.56,weakly_accept
059,01,32,12,1.769,weakly_accept
059,01,24,13,1.356,weakly_accept
059,01,16,13,1.46,weakly_reject
059,01,22,10,1.457,weakly_accept
059,01,36,8,1.041,strongly_accept
059,01,12,9,1.354,weakly_accept
059,01,10,15,1.248,strongly_reject
059,01,30,14,1.459,weakly_accept
059,01,26,16,1.565,weakly_reject
059,01,28,8,0.94,strongly_accept
059,01,40,18,2.191,weakly_accept
059,01,30,10,1.249,strongly_accept
059,01,34,19,1.46,weakly_accept
059,01,22,8,1.667,strongly_accept
059,01,38,14,1.564,weakly_accept
059,01,32,20,2.293,weakly_accept
059,01,16,16,1.668,strongly_reject
059,01,10,10,1.356,strongly_reject
059,01,20,8,1.877,weakly_accept
059,01,18,20,1.251,strongly_reject
059,01,30,8,1.355,strongly_accept
059,01,14,9,1.564,weakly_accept
059,01,14,14,1.248,strongly_reject
059,01,26,9,1.458,strongly_accept
059,01,36,7,0.937,strongly_accept
059,01,28,17,1.773,weakly_reject
059,01,28,20,1.354,strongly_reject
059,01,34,8,0.939,strongly_accept
059,01,28,9,0.834,strongly_accept
059,01,38,20,2.293,weakly_reject
059,01,24,17,1.146,weakly_reject
059,01,38,19,1.044,strongly_reject
059,01,32,5,0.938,strongly_accept
059,01,36,10,1.356,weakly_reject
059,01,38,15,1.77,strongly_reject
059,01,10,7,1.977,strongly_reject
059,01,12,10,1.458,strongly_reject
059,01,18,14,1.044,strongly_reject
059,01,38,9,1.25,strongly_accept
059,01,32,13,2.808,weakly_accept
059,01,20,9,1.459,strongly_accept
059,01,34,13,3.126,strongly_accept
059,01,24,14,3.438,weakly_accept
059,01,20,7,1.353,strongly_accept
059,01,10,18,1.251,strongly_reject
059,01,16,17,1.145,strongly_reject
059,01,30,17,1.563,strongly_reject
059,01,14,6,3.329,weakly_accept
059,01,20,15,2.914,weakly_accept
059,01,20,5,1.249,strongly_accept
059,01,34,14,1.565,weakly_reject
059,02,16,20,1.041,strongly_reject
059,02,34,12,2.189,weakly_accept
059,02,26,18,1.667,weakly_reject
059,02,40,7,0.94,strongly_accept
059,02,14,18,1.149,strongly_reject
059,02,26,11,2.602,weakly_accept
059,02,40,10,1.041,strongly_accept
059,02,36,9,0.731,strongly_accept
059,02,22,18,2.189,strongly_reject
059,02,10,19,1.356,strongly_reject
059,02,18,17,1.041,strongly_reject
059,02,16,8,2.917,weakly_accept
059,02,10,16,1.25,strongly_reject
059,02,30,7,1.147,strongly_accept
059,02,16,7,1.461,strongly_accept
059,02,18,8,1.044,strongly_accept
059,02,36,19,1.77,strongly_reject
059,02,18,6,2.5,weakly_accept
059,02,38,13,3.023,strongly_accept
059,02,18,11,1.353,strongly_reject
059,02,30,16,2.291,weakly_reject
059,02,32,7,1.251,strongly_accept
059,02,12,15,1.251,strongly_reject
059,02,28,16,2.5,weakly_reject
059,02,12,14,1.043,strongly_reject
059,02,24,16,2.811,weakly_reject
059,02,24,6,1.041,strongly_accept
059,02,30,12,2.395,weakly_accept
059,02,40,8,0.832,strongly_accept
059,02,24,15,1.355,weakly_accept
059,02,32,11,2.083,strongly_accept
059,02,34,7,0.729,strongly_accept
059,02,12,18,1.042,strongly_reject
059,02,20,16,2.086,weakly_accept
059,02,12,8,2.19,weakly_reject
059,02,12,6,3.122,weakly_reject
059,02,26,5,1.249,strongly_accept
059,02,20,18,1.147,strongly_reject
059,02,32,15,1.355,weakly_reject
059,02,16,9,2.082,weakly_reject
059,02,40,17,1.773,weakly_accept
059,02,20,11,1.668,weakly_reject
059,02,10,12,1.876,strongly_reject
059,02,34,15,2.082,weakly_reject
059,02,20,6,1.044,strongly_accept
059,02,26,13,1.772,weakly_accept
059,02,16,11,2.607,weakly_reject
059,02,36,11,1.873,weakly_accept
059,02,40,15,1.252,strongly_accept
059,02,24,11,1.875,weakly_accept
059,02,36,14,3.436,weakly_reject
059,02,18,10,2.704,strongly_reject
059,02,28,7,1.878,strongly_accept
059,02,16,15,1.144,strongly_reject
059,02,38,18,2.185,weakly_reject
059,02,30,11,2.394,weakly_accept
059,02,24,20,1.77,strongly_reject
059,02,22,16,1.459,strongly_reject
059,02,34,20,2.398,strongly_reject
059,02,28,18,2.294,weakly_reject
059,02,30,18,2.188,weakly_reject
059,02,14,10,1.252,weakly_reject
059,02,30,20,2.811,strongly_reject
059,02,40,5,0.835,strongly_accept
059,03,38,11,2.673,weakly_reject
059,03,10,14,1.854,strongly_reject
059,03,38,10,1.854,weakly_accept
059,03,40,19,2.575,weakly_accept
059,03,16,19,1.339,strongly_reject
059,03,36,13,2.371,weakly_accept
059,03,10,8,2.163,weakly_reject
059,03,36,5,0.929,strongly_accept
059,03,22,12,1.957,weakly_reject
059,03,18,18,1.029,strongly_reject
059,03,24,7,1.237,strongly_accept
059,03,10,13,1.237,strongly_reject
059,03,14,11,1.34,strongly_reject
059,03,14,20,0.927,strongly_reject
059,03,16,14,1.546,strongly_reject
059,03,12,16,0.825,strongly_reject
059,03,14,19,0.927,strongly_reject
059,03,24,12,1.957,weakly_reject
059,03,34,18,2.267,weakly_reject
059,03,14,5,1.75,weakly_accept
059,03,18,16,1.133,strongly_reject
059,03,28,11,2.06,weakly_accept
059,03,14,17,1.03,strongly_reject
059,03,32,18,1.546,weakly_reject
059,03,20,19,1.338,strongly_reject
059,03,26,7,0.825,strongly_accept
059,03,26,10,2.677,weakly_accept
059,03,32,19,1.545,strongly_reject
059,03,40,13,1.649,weakly_accept
059,03,32,17,2.472,weakly_reject
059,03,30,5,1.237,strongly_accept
059,03,12,5,0.825,strongly_accept
059,03,36,17,1.649,weakly_reject
059,03,36,6,1.649,strongly_accept
059,03,40,6,0.825,strongly_accept
059,03,18,9,1.442,weakly_accept
059,03,30,15,1.856,weakly_reject
059,03,34,10,1.752,weakly_accept
059,03,12,12,1.236,strongly_reject
059,03,10,5,2.474,weakly_accept
059,03,24,8,0.824,strongly_accept
059,03,34,17,2.987,weakly_reject
059,03,22,5,0.825,strongly_accept
059,03,32,6,0.721,strongly_accept
059,03,22,17,1.752,weakly_reject
059,03,24,19,1.34,weakly_reject
059,03,10,9,0.926,strongly_reject
059,03,22,14,2.267,weakly_reject
059,03,28,19,2.573,weakly_reject
059,03,30,13,2.268,weakly_accept
059,03,36,15,2.061,weakly_accept
059,03,38,5,0.928,strongly_accept
059,03,28,12,1.751,weakly_accept
059,03,20,12,1.853,weakly_reject
059,03,22,15,2.162,weakly_reject
059,03,32,9,1.236,strongly_accept
059,03,22,6,0.927,strongly_accept
059,03,26,8,0.825,strongly_accept
059,03,32,16,1.546,weakly_reject
059,03,28,14,2.987,weakly_reject
059,03,20,14,1.75,strongly_reject
059,03,40,9,1.236,strongly_accept
059,03,40,14,2.575,weakly_accept
059,03,16,12,2.062,strongly_reject
059,04,10,17,1.237,strongly_reject
059,04,30,19,1.44,strongly_reject
059,04,26,15,2.266,strongly_reject
059,04,18,19,1.133,strongly_reject
059,04,34,11,1.752,weakly_accept
059,04,26,20,1.441,strongly_reject
059,04,36,20,2.474,weakly_reject
059,04,38,12,1.546,weakly_accept
059,04,24,5,0.823,strongly_accept
059,04,26,19,2.16,weakly_reject
059,04,34,16,1.546,weakly_reject
059,04,38,8,1.236,strongly_accept
059,04,38,7,0.825,strongly_accept
059,04,30,9,0.929,strongly_accept
059,04,14,15,1.031,strongly_reject
059,04,34,6,0.929,strongly_accept
059,04,18,7,0.825,strongly_accept
059,04,24,18,2.063,strongly_reject
059,04,40,11,1.75,weakly_accept
059,04,12,11,1.235,strongly_reject
059,04,18,12,2.473,weakly_reject
059,04,16,18,1.134,strongly_reject
059,04,14,13,0.927,strongly_reject
059,04,30,6,1.34,strongly_accept
059,04,20,13,1.749,weakly_reject
059,04,38,16,2.058,weakly_reject
059,04,40,16,1.34,weakly_accept
059,04,14,8,1.853,weakly_reject
059,04,38,17,1.751,weakly_accept
059,04,22,20,1.236,strongly_reject
059,04,12,17,1.132,strongly_reject
059,04,10,6,1.546,strongly_reject
059,04,14,7,2.061,weakly_reject
059,04,26,17,2.37,weakly_reject
059,04,34,5,1.134,strongly_accept
059,04,40,20,2.678,weakly_reject
059,04,28,10,1.546,weakly_accept
059,04,12,7,1.751,weakly_reject
059,04,32,8,0.928,strongly_accept
059,04,10,11,1.236,strongly_reject
059,04,20,17,1.855,strongly_reject
059,04,22,9,1.751,weakly_accept
059,04,26,6,1.029,strongly_accept
059,04,28,15,2.474,weakly_reject
059,04,14,12,1.339,strongly_reject
059,04,18,13,1.959,strongly_reject
059,04,18,15,1.03,strongly_reject
059,04,18,5,1.649,weakly_accept
059,04,26,14,1.751,weakly_reject
059,04,28,6,1.237,strongly_accept
059,04,22,13,1.649,weakly_reject
059,04,34,9,1.338,strongly_accept
059,04,24,10,1.956,weakly_accept
059,04,16,10,1.338,weakly_reject
059,04,20,10,2.06,weakly_reject
059,04,28,13,1.649,weakly_accept
059,04,26,12,1.441,weakly_accept
059,04,12,20,1.236,strongly_reject
059,04,12,13,0.928,strongly_reject
059,04,22,7,1.339,strongly_accept
059,04,36,18,3.397,weakly_accept
059,04,36,16,2.471,weakly_reject
059,04,14,16,1.03,strongly_reject
059,04,32,10,2.37,strongly_accept
060,01,20,8,1.855,strongly_accept
060,01,11,12,2.678,weakly_accept
060,01,11,19,1.646,strongly_reject
060,01,15,11,1.75,weakly_accept
060,01,14,19,1.546,strongly_reject
060,01,17,8,1.235,strongly_accept
060,01,19,18,1.958,weakly_accept
060,01,7,9,1.751,strongly_reject
060,01,6,17,1.647,strongly_reject
060,01,12,16,1.751,weakly_reject
060,01,15,9,1.235,strongly_accept
060,01,11,20,1.443,strongly_reject
060,01,14,12,1.855,weakly_accept
060,01,6,20,1.854,strongly_reject
060,01,17,16,1.957,weakly_accept
060,01,17,15,1.545,weakly_accept
060,01,12,11,1.646,weakly_reject
060,01,7,11,1.855,strongly_reject
060,01,16,14,1.339,weakly_accept
060,01,5,8,1.649,strongly_reject
060,01,17,20,2.368,weakly_reject
060,01,7,15,1.649,strongly_reject
060,01,7,5,1.854,weakly_reject
060,01,9,17,1.545,strongly_reject
060,01,11,6,2.058,weakly_accept
060,01,11,15,2.061,weakly_reject
060,01,14,20,2.059,strongly_reject
060,01,6,10,1.855,weakly_reject
060,01,11,5,1.442,weakly_accept
060,01,18,7,1.235,strongly_accept
060,01,6,14,2.266,weakly_reject
060,01,9,14,1.854,weakly_reject
060,01,14,5,1.442,strongly_accept
060,01,14,18,2.16,weakly_accept
060,01,13,5,1.031,strongly_accept
060,01,11,11,1.544,strongly_accept
060,01,18,13,1.03,strongly_accept
060,01,20,9,1.133,strongly_accept
060,01,19,9,1.031,strongly_accept
060,01,18,5,1.134,strongly_accept
060,01,18,20,1.748,weakly_accept
060,01,18,12,1.543,strongly_accept
060,01,19,10,1.34,strongly_accept
060,01,5,11,1.544,strongly_reject
060,01,5,18,1.339,strongly_reject
060,01,5,14,1.338,strongly_reject
060,01,5,5,1.34,strongly_accept
060,01,14,7,1.03,strongly_accept
060,01,8,13,1.544,weakly_reject
060,01,20,18,1.954,weakly_accept
060,01,13,8,1.237,strongly_accept
060,01,14,9,1.546,strongly_accept
060,01,8,7,1.337,weakly_accept
060,01,10,13,1.753,weakly_reject
060,01,20,15,1.339,strongly_accept
060,01,12,9,2.058,weakly_accept
060,01,10,7,1.648,weakly_accept
060,01,13,15,2.265,weakly_reject
060,01,10,18,1.749,strongly_reject
060,01,16,16,2.058,weakly_accept
060,01,8,18,2.058,strongly_reject
060,01,15,15,1.855,weakly_accept
060,01,16,17,2.061,weakly_reject
060,01,12,8,1.441,strongly_accept
060,02,12,12,1.34,weakly_accept
060,02,14,17,2.164,weakly_reject
060,02,19,12,1.442,strongly_accept
060,02,19,17,1.441,weakly_accept
060,02,12,5,1.031,strongly_accept
060,02,12,10,1.34,weakly_accept
060,02,11,13,2.161,weakly_reject
060,02,9,16,2.058,strongly_reject
060,02,8,14,1.648,strongly_reject
060,02,10,19,1.649,weakly_reject
060,02,16,10,1.44,strongly_accept
060,02,9,12,1.443,weakly_reject
060,02,13,16,1.852,weakly_reject
060,02,17,11,1.234,strongly_accept
060,02,17,19,2.985,weakly_accept
060,02,18,18,1.854,weakly_accept
060,02,13,11,1.649,weakly_accept
060,02,18,6,1.133,strongly_accept
060,02,14,11,1.543,weakly_accept
060,02,8,17,1.442,strongly_reject
060,02,12,6,2.164,strongly_accept
060,02,10,8,1.134,weakly_accept
060,02,18,16,1.442,weakly_accept
060,02,8,9,1.649,weakly_reject
060,02,12,20,1.854,strongly_reject
060,02,13,14,1.648,weakly_reject
060,02,18,8,1.032,strongly_accept
060,02,20,12,1.134,strongly_accept
060,02,5,17,1.546,strongly_reject
060,02,5,19,1.753,strongly_reject
060,02,19,8,1.75,strongly_accept
060,02,8,11,1.441,weakly_reject
060,02,20,19,1.648,weakly_accept
060,02,19,13,2.164,weakly_accept
060,02,7,12,1.752,weakly_reject
060,02,5,7,1.133,weakly_reject
060,02,9,6,2.473,weakly_accept
060,02,6,8,1.439,weakly_reject
060,02,6,7,1.339,weakly_reject
060,02,5,20,1.646,weakly_reject
060,02,14,15,2.368,weakly_accept
060,02,16,19,1.545,weakly_accept
060,02,15,7,1.133,strongly_accept
060,02,9,19,1.958,strongly_reject
060,02,19,6,1.546,strongly_accept
060,02,10,9,1.646,weakly_reject
060,02,8,5,1.443,weakly_accept
060,02,19,16,1.443,strongly_accept
060,02,15,18,1.856,weakly_accept
060,02,7,16,1.339,strongly_reject
060,02,11,14,2.162,weakly_reject
060,02,11,17,2.266,weakly_reject
060,02,6,13,2.164,strongly_reject
060,02,14,6,1.443,weakly_accept
060,02,6,15,1.546,strongly_reject
060,02,16,18,0.0,NoResp
060,02,16,7,1.647,strongly_accept
060,02,14,10,1.338,strongly_accept
060,02,6,9,1.856,weakly_reject
060,02,19,15,1.545,strongly_accept
060,02,17,12,1.855,strongly_accept
060,02,15,6,1.031,strongly_accept
060,02,11,16,1.957,weakly_reject
060,02,16,13,1.34,strongly_accept
060,03,9,18,1.338,strongly_reject
060,03,5,12,1.234,strongly_reject
060,03,15,20,1.752,weakly_accept
060,03,12,19,1.751,weakly_accept
060,03,20,20,1.34,weakly_accept
060,03,17,7,1.34,strongly_accept
060,03,16,6,0.825,strongly_accept
060,03,13,10,1.443,weakly_accept
060,03,13,17,1.441,weakly_reject
060,03,10,5,1.339,strongly_accept
060,03,20,11,1.442,strongly_accept
060,03,13,12,1.237,weakly_accept
060,03,17,10,2.058,strongly_accept
060,03,6,5,1.443,weakly_reject
060,03,20,7,1.03,strongly_accept
060,03,6,12,2.161,strongly_reject
060,03,14,13,2.059,weakly_reject
060,03,13,6,1.337,strongly_accept
060,03,10,14,1.751,weakly_reject
060,03,20,13,2.058,strongly_accept
060,03,15,14,1.648,weakly_accept
060,03,7,7,1.648,weakly_accept
060,03,5,10,0.0,NoResp
060,03,8,10,1.338,strongly_reject
060,03,5,16,1.236,strongly_reject
060,03,15,5,1.133,strongly_accept
060,03,9,5,2.469,weakly_accept
060,03,10,12,1.647,weakly_reject
060,03,9,7,1.751,weakly_accept
060,03,8,20,1.647,strongly_reject
060,03,17,13,2.265,strongly_accept
060,03,12,17,2.059,weakly_reject
060,03,17,18,1.339,weakly_accept
060,03,19,5,0.824,strongly_accept
060,03,13,20,1.442,weakly_reject
060,03,8,8,2.266,weakly_reject
060,03,6,19,1.544,strongly_reject
060,03,12,15,1.337,weakly_reject
060,03,7,17,1.545,strongly_reject
060,03,16,5,1.234,strongly_accept
060,03,9,8,1.647,weakly_reject
060,03,7,13,1.955,strongly_reject
060,03,13,9,1.647,strongly_accept
060,03,5,6,3.088,weakly_reject
060,03,15,10,1.648,strongly_accept
060,03,14,14,2.678,weakly_accept
060,03,20,16,1.03,strongly_accept
060,03,9,9,1.339,weakly_accept
060,03,13,13,1.03,weakly_accept
060,03,17,17,1.554,weakly_accept
060,03,19,14,1.752,weakly_accept
060,03,9,20,2.264,strongly_reject
060,03,9,11,1.752,strongly_reject
060,03,11,9,1.34,weakly_accept
060,03,19,11,1.131,strongly_accept
060,03,12,13,2.059,weakly_accept
060,03,8,15,2.062,strongly_reject
060,03,5,13,2.882,strongly_reject
060,03,13,19,1.443,weakly_reject
060,03,17,9,1.031,strongly_accept
060,03,7,18,2.369,strongly_reject
060,03,20,6,0.0,NoResp
060,03,20,17,0.824,strongly_accept
060,03,9,15,0.0,NoResp
060,04,20,10,1.032,strongly_accept
060,04,13,7,1.031,strongly_accept
060,04,15,13,1.132,weakly_accept
060,04,18,15,1.236,strongly_accept
060,04,18,17,1.134,weakly_accept
060,04,7,8,2.057,weakly_reject
060,04,15,16,2.577,weakly_reject
060,04,11,18,1.442,weakly_reject
060,04,19,19,1.649,weakly_accept
060,04,8,16,1.236,strongly_reject
060,04,6,11,0.926,strongly_reject
060,04,5,15,1.03,strongly_reject
060,04,7,14,1.134,strongly_reject
060,04,19,7,0.925,strongly_accept
060,04,18,11,1.134,strongly_accept
060,04,18,9,1.03,strongly_accept
060,04,18,19,1.545,weakly_accept
060,04,6,18,1.237,strongly_reject
060,04,8,12,0.927,strongly_reject
060,04,10,6,1.856,weakly_reject
060,04,16,11,1.238,strongly_accept
060,04,7,10,1.546,strongly_reject
060,04,19,20,1.75,weakly_accept
060,04,10,17,1.958,strongly_reject
060,04,7,20,1.132,strongly_reject
060,04,18,10,1.442,strongly_accept
060,04,17,5,0.927,strongly_accept
060,04,13,18,2.472,weakly_reject
060,04,16,15,1.854,weakly_accept
060,04,20,5,0.928,strongly_accept
060,04,6,16,1.339,strongly_reject
060,04,16,12,1.442,strongly_accept
060,04,14,8,1.029,strongly_accept
060,04,15,17,2.06,weakly_reject
060,04,15,8,1.442,strongly_accept
060,04,17,14,1.957,weakly_accept
060,04,6,6,1.236,weakly_accept
060,04,12,14,1.65,weakly_reject
060,04,16,20,2.061,weakly_accept
060,04,12,18,1.751,weakly_reject
060,04,18,14,3.299,strongly_accept
060,04,16,8,1.134,strongly_accept
060,04,10,16,3.091,strongly_reject
060,04,9,10,2.266,weakly_reject
060,04,8,19,2.782,strongly_reject
060,04,10,20,1.443,strongly_reject
060,04,17,6,1.134,strongly_accept
060,04,15,12,1.339,weakly_accept
060,04,7,6,1.855,weakly_reject
060,04,8,6,1.03,weakly_reject
060,04,15,19,1.855,weakly_reject
060,04,11,7,1.648,weakly_accept
060,04,10,15,1.443,weakly_reject
060,04,12,7,0.0,NoResp
060,04,7,19,1.339,strongly_reject
060,04,11,8,1.648,weakly_accept
060,04,14,16,2.164,weakly_accept
060,04,9,13,1.649,weakly_reject
060,04,16,9,1.031,strongly_accept
060,04,11,10,1.339,weakly_accept
060,04,10,10,1.133,weakly_accept
060,04,20,14,1.03,strongly_accept
060,04,5,9,1.545,strongly_reject
060,04,10,11,2.162,weakly_reject
061,01,28,5,1.44,strongly_accept
061,01,38,6,2.162,strongly_accept
061,01,40,18,2.059,strongly_reject
061,01,28,17,2.276,weakly_reject
061,01,16,16,0.001,weakly_reject
061,01,14,14,0.001,weakly_reject
061,01,20,9,0.001,weakly_reject
061,01,34,13,1.541,weakly_accept
061,01,16,17,2.163,strongly_reject
061,01,20,5,1.648,strongly_accept
061,01,34,8,1.751,strongly_accept
061,01,36,8,2.06,weakly_accept
061,01,26,9,2.264,weakly_reject
061,01,38,19,2.061,strongly_reject
061,01,24,9,2.061,weakly_reject
061,01,32,5,1.646,strongly_accept
061,01,22,8,1.955,weakly_accept
061,01,36,7,2.267,weakly_accept
061,01,18,14,2.369,weakly_reject
061,01,12,10,2.163,strongly_reject
061,01,30,17,2.263,weakly_reject
061,01,24,13,2.578,weakly_reject
061,01,16,13,1.647,weakly_reject
061,01,36,12,2.574,weakly_accept
061,01,20,8,2.576,weakly_accept
061,01,38,14,2.162,weakly_accept
061,01,38,15,2.06,weakly_accept
061,01,20,7,2.574,weakly_reject
061,01,22,10,1.648,strongly_reject
061,01,34,14,2.989,weakly_accept
061,01,30,10,2.472,weakly_accept
061,01,10,7,2.574,strongly_reject
061,01,12,19,1.854,strongly_reject
061,01,32,12,2.577,weakly_accept
061,01,32,13,2.472,weakly_accept
061,01,12,9,1.749,strongly_reject
061,01,24,14,2.881,strongly_reject
061,01,18,20,1.545,strongly_reject
061,01,10,10,1.235,strongly_reject
061,01,10,15,1.236,strongly_reject
061,01,14,9,1.13,strongly_reject
061,01,34,19,2.06,strongly_reject
061,01,38,20,3.808,weakly_reject
061,01,32,20,1.441,strongly_reject
061,01,16,6,3.194,weakly_accept
061,01,16,5,2.678,weakly_accept
061,01,20,20,1.442,strongly_reject
061,01,20,15,2.06,strongly_reject
061,01,26,16,3.603,weakly_reject
061,01,32,14,3.811,weakly_accept
061,01,38,9,1.958,strongly_accept
061,01,30,8,2.369,strongly_accept
061,01,28,9,2.367,strongly_accept
061,01,30,14,2.164,weakly_accept
061,01,28,20,1.442,strongly_reject
061,01,10,20,1.442,strongly_reject
061,01,22,11,1.34,strongly_reject
061,01,22,19,2.265,weakly_reject
061,01,40,12,2.265,strongly_accept
061,01,24,17,2.984,weakly_reject
061,01,14,6,2.782,weakly_reject
061,01,10,18,1.237,strongly_reject
061,01,28,8,2.369,strongly_accept
061,01,36,10,2.368,strongly_accept
061,02,34,12,2.06,strongly_accept
061,02,30,16,2.475,weakly_accept
061,02,30,12,2.679,strongly_accept
061,02,26,13,2.264,weakly_accept
061,02,18,10,2.37,weakly_reject
061,02,14,10,1.546,strongly_reject
061,02,38,18,3.296,weakly_accept
061,02,12,18,1.648,strongly_reject
061,02,22,16,1.34,strongly_reject
061,02,34,7,1.134,strongly_accept
061,02,20,16,1.339,strongly_reject
061,02,40,15,2.883,strongly_accept
061,02,38,13,1.751,strongly_accept
061,02,34,15,2.368,weakly_accept
061,02,16,11,1.546,strongly_reject
061,02,22,18,1.237,strongly_reject
061,02,12,15,1.236,strongly_reject
061,02,24,20,1.547,strongly_reject
061,02,26,11,3.181,weakly_accept
061,02,10,19,1.029,strongly_reject
061,02,30,20,2.679,strongly_reject
061,02,34,20,1.753,strongly_reject
061,02,32,7,1.338,strongly_accept
061,02,28,18,3.705,strongly_accept
061,02,18,11,2.165,strongly_reject
061,02,16,9,2.161,strongly_reject
061,02,26,18,2.267,strongly_reject
061,02,40,8,1.338,strongly_accept
061,02,24,6,1.134,strongly_accept
061,02,28,16,2.576,strongly_reject
061,02,12,6,2.678,strongly_accept
061,02,36,9,1.338,strongly_accept
061,02,40,5,1.03,strongly_accept
061,02,18,6,1.339,strongly_accept
061,02,32,11,1.649,strongly_accept
061,02,24,11,3.193,weakly_accept
061,02,26,5,1.133,strongly_accept
061,02,16,7,2.265,weakly_accept
061,02,14,18,1.237,strongly_reject
061,02,20,18,1.649,strongly_reject
061,02,40,10,1.442,strongly_accept
061,02,16,15,1.134,strongly_reject
061,02,10,16,1.957,strongly_reject
061,02,36,19,2.787,weakly_accept
061,02,28,7,1.133,strongly_accept
061,02,12,8,2.471,weakly_accept
061,02,30,11,2.679,strongly_accept
061,02,36,11,1.752,strongly_accept
061,02,32,15,2.784,weakly_accept
061,02,24,15,2.37,strongly_reject
061,02,18,17,1.236,strongly_reject
061,02,18,8,2.162,weakly_accept
061,02,12,14,1.134,strongly_reject
061,02,36,14,3.09,strongly_accept
061,02,20,11,2.473,weakly_accept
061,02,30,18,3.915,weakly_reject
061,02,16,8,2.886,weakly_accept
061,02,10,12,1.237,strongly_reject
061,02,16,20,1.133,strongly_reject
061,02,40,17,2.471,weakly_accept
061,02,20,6,1.237,strongly_accept
061,02,24,16,2.266,weakly_accept
061,02,40,7,1.237,strongly_accept
061,02,30,7,1.135,strongly_accept
061,03,40,13,1.34,strongly_accept
061,03,22,14,1.648,weakly_accept
061,03,10,9,1.647,strongly_reject
061,03,16,19,1.133,strongly_reject
061,03,10,13,1.031,strongly_reject
061,03,12,12,1.959,strongly_reject
061,03,36,6,1.235,strongly_accept
061,03,40,9,1.649,strongly_accept
061,03,40,19,2.265,weakly_accept
061,03,14,20,1.339,strongly_reject
061,03,40,14,2.06,strongly_accept
061,03,40,6,1.03,strongly_accept
061,03,32,19,2.677,weakly_accept
061,03,12,16,1.855,strongly_reject
061,03,24,12,2.779,weakly_accept
061,03,22,6,1.339,strongly_accept
061,03,26,10,1.337,strongly_accept
061,03,22,15,2.781,weakly_reject
061,03,20,19,1.65,strongly_reject
061,03,36,5,1.546,strongly_accept
061,03,14,17,1.133,strongly_reject
061,03,18,16,1.755,strongly_reject
061,03,26,8,1.749,strongly_accept
061,03,22,12,2.885,weakly_accept
061,03,28,12,2.471,strongly_accept
061,03,22,17,2.472,weakly_reject
061,03,32,16,3.195,strongly_accept
061,03,30,5,1.031,strongly_accept
061,03,32,9,1.135,strongly_accept
061,03,30,15,2.267,strongly_accept
061,03,14,5,1.234,strongly_accept
061,03,10,5,1.855,strongly_accept
061,03,16,14,1.34,strongly_reject
061,03,26,7,1.442,strongly_accept
061,03,36,13,1.853,strongly_accept
061,03,22,5,1.137,strongly_accept
061,03,32,18,2.366,weakly_accept
061,03,24,7,0.927,strongly_accept
061,03,38,11,1.239,strongly_accept
061,03,28,14,1.855,strongly_accept
061,03,18,18,1.752,strongly_reject
061,03,12,5,2.266,strongly_accept
061,03,38,10,1.138,strongly_accept
061,03,24,8,1.035,strongly_accept
061,03,36,17,2.883,weakly_accept
061,03,32,17,1.856,weakly_accept
061,03,20,14,1.648,strongly_reject
061,03,20,12,2.885,strongly_reject
061,03,36,15,2.576,weakly_accept
061,03,34,17,2.884,weakly_accept
061,03,14,19,1.441,strongly_reject
061,03,34,18,2.991,weakly_accept
061,03,28,19,1.65,strongly_reject
061,03,38,5,1.132,strongly_accept
061,03,32,6,1.031,strongly_accept
061,03,10,14,1.34,strongly_reject
061,03,30,13,1.65,strongly_accept
061,03,24,19,1.545,strongly_reject
061,03,18,9,2.37,strongly_accept
061,03,28,11,1.855,strongly_accept
061,03,16,12,1.748,strongly_reject
061,03,34,10,1.967,strongly_accept
061,03,14,11,1.236,strongly_reject
061,03,10,8,1.442,strongly_reject
061,04,34,11,1.545,strongly_accept
061,04,10,11,0.928,strongly_reject
061,04,26,6,1.235,strongly_accept
061,04,22,20,1.647,strongly_reject
061,04,38,12,1.442,strongly_accept
061,04,34,5,0.926,strongly_accept
061,04,20,10,2.06,strongly_accept
061,04,30,6,1.34,strongly_accept
061,04,32,8,1.03,strongly_accept
061,04,38,17,2.37,weakly_accept
061,04,40,16,1.236,strongly_accept
061,04,26,19,2.675,weakly_reject
061,04,24,5,0.928,strongly_accept
061,04,20,13,1.958,strongly_reject
061,04,34,16,2.881,weakly_accept
061,04,14,15,1.134,strongly_reject
061,04,18,15,1.029,strongly_reject
061,04,18,19,0.926,strongly_reject
061,04,30,9,1.338,strongly_accept
061,04,20,17,1.342,strongly_reject
061,04,22,9,2.368,weakly_accept
061,04,18,12,1.855,strongly_reject
061,04,28,10,1.648,strongly_accept
061,04,26,12,1.854,strongly_accept
061,04,24,10,1.444,strongly_accept
061,04,36,20,1.441,strongly_reject
061,04,38,8,1.03,strongly_accept
061,04,16,10,1.133,strongly_reject
061,04,36,16,1.545,strongly_accept
061,04,22,13,3.295,weakly_reject
061,04,30,19,2.061,strongly_reject
061,04,40,20,1.647,strongly_reject
061,04,26,14,2.267,strongly_accept
061,04,14,12,1.649,strongly_reject
