stimulus,condition,rt1,resp1,rt2,resp2,rt3,resp3,rt4,resp4,rt5,resp5,enter_rt,enter_resp,unknown,subject,session
15753,2,2658,1,203,5,367,7,471,5,390,3,283,-35,,8,1
28548,2,1987,2,276,8,303,5,253,4,380,8,429,-35,,8,1
93285,2,2478,9,280,3,316,2,308,8,208,5,301,-35,,8,1
91572,2,2356,9,430,1,395,5,317,7,908,2,343,-35,,8,1
49157,2,3430,4,290,9,1063,5,831,7,470,-35,0,-48,,8,1
82164,2,2206,8,371,2,285,1,586,6,239,4,369,-35,,8,1
54767,2,2201,5,257,4,376,7,1072,6,312,7,402,-35,,8,1
49675,2,2735,4,212,9,381,6,1062,7,267,5,461,-35,,8,1
17985,0,2136,1,249,7,945,9,244,8,226,5,369,-35,,8,1
85348,2,2176,8,249,5,990,3,325,4,208,8,643,-35,,8,1
79853,0,1892,7,208,9,220,8,631,5,472,3,255,-35,,8,1
28296,2,2089,2,221,8,349,2,249,9,253,6,360,-35,,8,1
85475,0,2057,8,239,5,344,4,681,7,249,5,529,-35,,8,1
53496,2,2832,5,263,3,266,4,609,9,234,6,406,-35,,8,1
35729,0,1915,3,280,5,253,7,727,2,289,9,370,-35,,8,1
98362,0,2137,9,253,8,613,3,220,6,249,2,296,-35,,8,1
13649,2,2015,1,213,3,985,6,635,4,176,9,870,-35,,8,1
13572,2,1577,1,208,3,248,5,340,7,275,2,297,-35,,8,1
47534,2,1800,4,468,7,612,5,217,3,302,4,484,-35,,8,1
85164,2,2102,8,258,5,230,1,363,6,220,4,315,-35,,8,1
54891,2,2203,5,257,4,904,8,495,9,262,1,356,-35,,8,1
48548,2,2979,4,162,8,226,5,257,4,190,8,328,-35,,8,1
64754,2,2196,6,503,4,408,7,458,5,212,4,392,-35,,8,1
34176,0,2018,3,312,4,216,1,771,7,222,6,288,-35,,8,1
24721,2,1970,2,257,4,240,7,594,2,226,1,306,-35,,8,1
13489,2,2049,1,467,3,229,4,331,8,194,9,365,-35,,8,1
49629,2,2429,4,353,9,222,6,339,2,199,9,301,-35,,8,1
83672,2,1905,8,376,3,249,6,908,7,303,2,333,-35,,8,1
82964,2,1812,8,576,2,235,9,262,6,248,4,370,-35,,8,1
64167,2,2025,6,358,4,212,1,708,6,239,7,451,-35,,8,1
62851,2,2085,6,272,2,248,8,239,5,226,1,387,-35,,8,1
49329,2,2073,4,240,9,494,3,598,2,222,9,328,-35,,8,1
62898,2,2094,6,376,2,257,8,203,9,207,8,393,-35,,8,1
82416,2,2133,8,550,2,329,4,1032,1,504,6,250,-35,,8,1
85475,0,1881,8,221,5,371,4,463,7,216,5,342,-35,,8,1
83628,2,1840,8,503,3,212,6,348,2,208,8,278,-35,,8,1
79853,0,1725,7,267,9,216,8,222,5,257,3,306,-35,,8,1
72857,0,1847,7,535,2,249,8,280,5,221,7,328,-35,,8,1
85793,2,1953,8,240,5,230,7,458,9,366,3,251,-35,,8,1
72824,2,1825,7,394,2,221,8,863,2,207,4,301,-35,,8,1
76282,2,1988,7,331,6,284,2,968,8,266,2,292,-35,,8,1
96828,2,2265,9,226,6,1940,8,277,2,220,8,311,-35,,8,1
93213,2,2548,6,226,3,298,2,326,1,308,3,710,-35,,8,1
35729,0,2177,3,261,5,458,7,608,2,239,9,324,-35,,8,1
24893,2,1860,2,484,4,467,8,1373,9,312,3,265,-35,,8,1
89328,2,2870,8,262,9,276,3,344,2,217,8,287,-35,,8,1
98935,2,2677,9,253,8,618,9,840,3,298,5,383,-35,,8,1
85721,2,1723,8,212,5,184,7,972,2,262,1,401,-35,,8,1
53534,2,1893,5,308,3,211,5,1201,3,306,4,384,-35,,8,1
98213,2,1772,9,212,8,553,2,576,3,462,1,752,-35,,8,1
75351,2,1839,7,267,5,522,3,262,5,185,1,328,-35,,8,1
54154,2,2112,5,212,4,240,1,194,5,189,4,292,-35,,8,1
67936,2,1969,6,353,7,1314,9,266,6,458,3,255,-35,,8,1
51324,0,1911,5,226,1,554,3,202,2,271,4,334,-35,,8,1
67282,0,2021,6,553,7,781,2,253,8,235,2,296,-35,,8,1
16241,2,1697,1,489,6,508,2,262,4,221,1,279,-35,,8,1
98362,0,2113,9,289,8,549,3,217,6,235,2,264,-35,,8,1
79135,2,1827,7,304,9,681,1,476,3,216,5,274,-35,,8,1
13541,2,2007,1,199,3,293,5,217,4,212,1,265,-35,,8,1
17985,0,1797,1,244,7,604,9,202,8,208,5,269,-35,,8,1
64916,0,2091,6,234,4,300,9,375,1,235,6,288,-35,,8,1
47517,2,2299,4,271,7,749,5,244,1,285,7,370,-35,,8,1
75751,2,1757,7,217,5,230,7,222,5,225,1,293,-35,,8,1
79175,2,2100,7,540,9,594,1,367,7,222,5,296,-35,,8,1
16293,0,1827,1,208,6,458,2,226,9,408,3,292,-35,,8,1
53472,2,2273,5,445,3,725,4,727,7,235,2,247,-35,,8,1
15351,2,1699,1,203,5,285,3,217,5,235,1,456,-35,,8,1
98535,2,2377,9,230,8,326,5,694,3,235,5,269,-35,,8,1
75498,0,2003,7,212,5,225,4,204,9,207,8,279,-35,,8,1
57534,2,2382,5,258,7,544,5,527,3,256,4,256,-35,,8,1
17985,0,1786,1,253,7,230,9,226,8,211,5,265,-35,,8,1
17282,2,2008,1,239,7,686,2,239,8,230,2,283,-35,,8,1
49348,2,2091,4,190,9,757,3,398,4,208,8,293,-35,,8,1
85791,2,1794,8,198,5,376,7,968,9,302,1,297,-35,,8,1
34157,2,2021,3,320,4,217,1,272,5,284,7,325,-35,,8,1
89853,2,1795,8,590,9,226,8,394,5,262,3,292,-35,,8,1
34176,0,1788,3,426,4,212,1,580,7,217,6,256,-35,,8,1
34154,2,1889,3,630,4,208,1,207,5,362,4,329,-35,,8,1
93572,2,1820,9,412,3,244,5,316,7,254,2,264,-35,,8,1
54915,2,2624,5,339,4,186,9,671,1,171,5,274,-35,,8,1
98362,0,2049,9,280,8,517,3,222,6,275,2,292,-35,,8,1
64793,2,2503,6,248,4,285,7,713,9,440,3,251,-35,,8,1
57247,2,2339,5,225,7,463,2,216,4,198,7,320,-35,,8,1
83415,2,1881,8,476,3,248,4,271,1,217,5,374,-35,,8,1
79683,2,2327,7,190,9,503,6,453,8,399,3,242,-35,,8,1
72836,2,1995,7,349,2,526,8,613,3,211,6,293,-35,,8,1
76415,2,2388,7,658,6,535,4,262,1,362,5,393,-35,,8,1
16293,0,1840,1,208,3,257,2,254,9,339,3,292,-35,,8,1
15482,2,1776,1,208,5,234,4,490,8,263,2,241,-35,,8,1
85475,0,1852,8,221,5,612,4,226,7,203,5,274,-35,,8,1
67517,2,2193,6,994,7,221,5,449,1,330,7,416,-35,,8,1
64851,2,3046,6,279,4,531,8,208,5,271,1,342,-35,,8,1
67579,2,2808,6,676,7,221,5,262,7,204,9,314,-35,,8,1
35729,0,2088,3,239,5,399,7,803,2,263,9,296,-35,,8,1
32482,2,1903,3,231,2,302,4,181,8,230,2,279,-35,,8,1
16491,2,1842,1,335,6,348,4,704,9,567,1,352,-35,,8,1
51324,0,1578,5,208,1,394,3,180,2,239,4,279,-35,,8,1
62829,2,2346,6,222,2,494,8,230,2,468,9,359,-35,,8,1
62854,2,2102,6,248,2,563,8,226,5,239,4,310,-35,,8,1
72493,2,2339,7,262,2,253,4,213,9,366,3,306,-35,,8,1
82154,2,1960,8,253,2,312,1,185,5,207,4,320,-35,,8,1
67282,0,2290,6,589,7,576,2,208,8,230,2,302,-35,,8,1
17532,2,1986,1,249,7,849,5,249,3,294,2,328,-35,,8,1
32821,2,1994,3,234,2,331,8,225,2,249,1,265,-35,,8,1
79179,2,2379,7,240,9,567,1,440,7,221,9,356,-35,,8,1
34835,2,2427,3,248,4,513,8,481,3,248,5,292,-35,,8,1
36834,2,1968,3,235,6,535,8,708,3,394,4,329,-35,,8,1
21685,2,2585,2,244,1,1887,6,294,8,212,5,274,-35,,8,1
64916,0,2157,6,407,4,232,9,652,1,249,6,297,-35,,8,1
89321,2,2209,8,189,9,485,3,208,2,202,1,256,-35,,8,1
76835,2,2433,7,249,6,422,8,471,3,234,5,288,-35,,8,1
89354,2,2157,8,203,9,522,3,262,5,230,4,287,-35,,8,1
82417,2,1777,8,257,2,285,4,253,1,230,7,411,-35,,8,1
79853,0,2075,7,190,9,230,8,243,5,809,3,255,-35,,8,1
49362,2,2234,4,185,9,868,3,211,6,239,2,256,-35,,8,1
72857,0,1753,7,262,2,253,8,212,5,303,7,360,-35,,8,1
93282,2,2419,9,276,8,276,3,380,8,263,2,274,-35,,8,1
75498,0,1965,7,254,5,248,4,240,9,216,8,269,-35,,8,1
51751,2,2182,5,239,1,745,7,226,5,212,1,370,-35,,8,1
34176,0,1639,3,221,4,212,1,508,7,203,6,255,-35,,8,1
79853,0,1754,7,190,9,180,8,230,5,568,3,218,-35,,8,1
62857,2,1811,6,275,2,363,8,226,5,248,7,315,-35,,8,1
54854,2,2199,5,235,4,245,8,371,5,184,4,315,-35,,8,1
54857,2,2188,5,330,4,259,8,211,5,258,7,351,-35,,8,1
79851,2,1579,7,194,9,194,8,280,5,376,1,283,-35,,8,1
28248,2,2310,2,239,8,658,2,225,4,190,8,296,-35,,8,1
75498,0,2305,7,417,5,198,4,222,9,207,8,256,-35,,8,1
85475,0,2214,8,216,5,285,4,540,7,207,5,255,-35,,8,1
35729,0,2227,3,220,5,231,7,512,2,231,9,282,-35,,8,1
13515,2,2494,1,240,3,221,5,217,1,234,5,338,-35,,8,1
57215,2,2130,5,280,7,299,2,312,1,180,5,265,-35,,8,1
57967,2,1939,5,235,7,749,9,225,6,330,7,343,-35,,8,1
64916,0,2020,6,303,4,276,9,431,1,221,6,251,-35,,8,1
21768,2,2029,2,331,1,243,7,945,6,230,8,270,-35,,8,1
29676,2,1996,2,258,9,212,6,708,7,212,6,287,-35,,8,1
34728,2,1943,3,417,4,203,7,558,2,207,8,269,-35,,8,1
57536,2,2070,5,276,7,302,5,518,3,203,6,269,-35,,8,1
67282,0,2242,6,275,7,335,2,299,8,225,2,255,-35,,8,1
85132,2,1811,8,217,5,317,1,390,3,198,2,227,-35,,8,1
21764,2,2091,2,211,1,203,7,494,6,512,4,274,-35,,8,1
24964,2,2249,2,362,4,176,9,676,6,198,4,265,-35,,8,1
75482,2,2207,7,203,5,207,4,199,8,421,2,297,-35,,8,1
35757,2,2338,3,235,5,307,7,244,5,226,7,333,-35,,8,1
16217,2,1965,1,189,6,477,2,257,1,225,7,279,-35,,8,1
83291,2,2266,8,941,3,271,2,426,9,298,1,288,-35,,8,1
17962,2,1854,1,349,7,340,9,403,6,221,2,274,-35,,8,1
64964,2,2580,6,225,4,222,9,485,6,203,4,260,-35,,8,1
28362,2,1959,2,248,8,490,3,212,6,216,2,261,-35,,8,1
48983,2,1873,4,180,8,558,9,216,8,295,3,383,-35,,8,1
82896,2,2205,8,253,2,334,8,195,9,220,6,270,-35,,8,1
64853,2,2514,6,308,4,266,8,262,5,327,3,255,-35,,8,1
32989,2,2378,3,243,2,732,9,275,8,222,9,323,-35,,8,1
98362,0,2045,9,216,8,504,3,211,6,240,2,273,-35,,8,1
16293,0,3000,1,490,6,385,2,230,9,613,3,296,-35,,8,1
41324,2,1923,4,231,1,644,3,208,2,248,4,283,-35,,8,1
53576,2,2291,5,240,3,375,5,754,7,513,6,260,-35,,8,1
93485,2,2041,9,518,3,270,4,222,8,216,5,302,-35,,8,1
51324,0,2116,5,239,1,477,3,211,2,207,4,288,-35,,8,1
53575,2,2555,5,235,3,239,5,284,7,222,5,306,-35,,8,1
72857,0,1980,7,253,2,244,8,217,5,353,7,328,-35,,8,1
17985,0,1798,1,249,7,658,9,221,8,207,5,279,-35,,8,1
47936,2,2011,4,221,7,877,9,444,3,235,8,592,-35,,8,1
48934,2,2227,4,198,8,490,9,512,3,257,4,338,-35,,8,1
89676,2,3068,8,221,9,494,6,576,7,271,6,338,-35,,8,1
51515,2,2280,5,202,1,217,5,199,1,217,5,282,-35,,8,1
75134,2,1734,7,203,5,530,1,285,3,257,4,256,-35,,8,1
17549,2,1849,1,344,7,212,5,412,4,253,9,329,-35,,8,1
35729,0,2053,3,253,5,234,7,263,2,289,9,305,-35,,8,1
91547,2,1934,9,430,1,208,5,235,4,239,7,324,-35,,8,1
28217,2,1663,2,253,8,376,2,271,1,207,7,265,-35,,8,1
67982,2,1866,6,407,7,244,9,203,8,381,2,292,-35,,8,1
64916,0,2093,6,294,4,185,9,558,1,385,6,251,-35,,8,1
15489,2,2068,1,207,5,203,4,376,8,185,9,306,-35,,8,1
35491,2,2066,3,235,5,270,4,395,9,216,1,261,-35,,8,1
16293,0,1641,1,212,6,349,2,263,9,280,3,292,-35,,8,1
24757,2,2012,2,525,4,367,7,308,5,230,7,293,-35,,8,1
75793,2,2129,7,371,5,240,7,244,9,417,3,242,-35,,8,1
32162,2,1577,3,198,2,230,1,659,6,217,2,273,-35,,8,1
17982,2,1984,1,234,7,217,9,221,8,1063,2,315,-35,,8,1
79853,0,2001,7,308,9,185,8,276,5,390,3,264,-35,,8,1
15136,2,2140,1,199,5,212,1,408,3,212,6,274,-35,,8,1
54832,2,2171,5,212,4,267,8,381,3,380,2,269,-35,,8,1
17967,2,1725,1,281,7,285,9,813,6,630,7,351,-35,,8,1
85328,2,1672,8,244,5,231,3,430,2,262,8,283,-35,,8,1
98362,0,1771,9,216,8,599,3,216,6,217,2,242,-35,,8,1
85475,0,1999,8,749,5,262,4,312,7,235,5,256,-35,,8,1
76793,2,2781,7,622,6,248,7,263,9,421,3,274,-35,,8,1
82489,2,2196,8,257,2,335,4,212,8,204,9,269,-35,,8,1
49357,2,2174,4,222,9,931,3,225,5,239,7,21,8,,8,1
72134,2,1923,7,586,2,266,1,841,3,257,4,271,5,,8,1
91536,2,2518,9,270,1,322,5,399,3,221,6,278,-35,,8,1
67516,2,2327,6,671,7,240,5,598,1,286,6,255,-35,,8,1
53479,2,2435,5,217,3,412,4,303,7,290,9,342,-35,,8,1
96893,2,2154,9,221,6,366,8,345,9,275,3,256,-35,,8,1
96793,2,2017,9,257,6,640,7,417,9,281,3,250,-35,,8,1
72857,0,2243,7,266,2,240,8,249,5,289,7,297,-35,,8,1
85353,2,2134,8,212,5,553,3,235,5,408,3,264,-35,,8,1
75498,0,2088,7,222,5,198,4,326,9,198,8,274,-35,,8,1
35476,2,2116,3,225,5,275,4,950,7,239,6,237,-35,,8,1
15493,2,1873,1,199,5,435,4,717,9,267,3,297,-35,,8,1
17985,0,1993,1,235,7,1332,9,221,8,216,5,265,-35,,8,1
91367,2,2583,9,380,1,655,3,220,6,349,7,406,-35,,8,1
93641,2,1750,9,244,3,202,6,471,4,212,1,265,-35,,8,1
24934,2,2069,2,285,4,217,9,481,3,416,4,293,-35,,8,1
76496,2,2249,7,581,6,512,4,476,9,217,6,242,-35,,8,1
35172,2,1892,3,248,5,225,1,367,7,290,2,274,-35,,8,1
64172,2,1846,6,307,4,221,1,480,7,272,2,260,-35,,8,1
28985,2,2000,2,904,8,207,9,231,8,216,5,297,-35,,8,1
85754,2,2071,8,221,5,435,7,1314,5,234,4,316,-35,,8,1
75175,2,1769,7,230,5,453,1,276,7,235,5,264,-35,,8,1
34176,0,2322,3,316,4,216,1,444,7,376,6,315,-35,,8,1
21541,2,2454,2,308,1,285,5,235,4,216,1,306,-35,,8,1
67282,0,2460,6,472,7,722,2,239,8,253,2,278,-35,,8,1
51324,0,1819,5,239,1,322,3,221,2,234,4,288,-35,,8,1
57629,2,2412,5,353,7,504,6,289,2,240,9,291,-35,,8,1
16479,2,2099,1,495,6,489,4,239,7,218,9,346,-35,,8,1
85475,0,1919,8,226,5,425,4,249,7,221,5,274,-35,,8,1
24917,2,1918,2,430,4,217,9,1231,1,239,7,334,-35,,8,1
34176,0,1743,3,326,4,211,1,749,7,245,6,260,-35,,8,1
47513,2,2046,4,258,7,208,5,384,1,236,3,296,-35,,8,1
83213,2,2222,8,267,3,235,2,248,1,240,3,269,-35,,8,1
79853,0,1881,7,198,9,235,8,348,5,222,3,301,-35,,8,1
72834,2,2021,7,385,2,216,8,308,3,225,4,274,-35,,8,1
35134,2,2102,3,238,5,253,1,846,3,257,4,301,-35,,8,1
98362,0,2102,9,244,8,435,3,221,6,248,2,269,-35,,8,1
35416,2,2375,3,243,5,371,4,276,1,244,6,265,-35,,8,1
96754,2,2327,9,230,6,994,7,248,5,435,4,356,-35,,8,1
51324,0,1769,5,240,1,399,3,211,2,221,4,279,-35,,8,1
41721,2,2054,4,216,1,558,7,258,2,271,1,320,-35,,8,1
83417,2,1846,8,253,2,308,4,599,1,225,7,311,-35,,8,1
79368,2,2517,7,254,9,375,3,203,6,226,8,283,-35,,8,1
21364,2,2442,2,234,1,623,3,211,6,271,4,311,-35,,8,1
41532,2,1810,4,208,1,1054,5,221,3,208,2,263,-35,,8,1
35796,2,1989,3,389,5,290,7,535,9,226,6,283,-35,,8,1
21682,2,2057,2,225,1,558,6,258,8,248,2,274,-35,,8,1
17985,0,1774,1,266,7,745,9,221,8,221,5,292,-35,,8,1
79364,2,1777,7,222,9,972,3,226,6,343,4,306,-35,,8,1
96293,2,1904,9,235,6,831,2,317,9,440,3,287,-35,,8,1
16293,0,1668,1,203,6,731,2,258,9,298,3,306,-35,,8,1
41753,2,1765,4,203,1,1127,7,222,5,658,3,264,-35,,8,1
36416,2,1542,3,221,6,512,4,185,1,199,6,301,-35,,8,1
48534,2,2015,4,240,8,539,5,213,3,534,4,320,-35,,8,1
34754,2,2018,3,325,4,454,5,585,7,276,5,366,-35,,8,1
41348,2,1865,4,230,1,467,3,617,4,181,8,314,-35,,8,1
75729,2,1970,7,235,5,226,7,308,2,266,9,343,-35,,8,1
47285,2,1941,4,230,7,726,2,281,8,216,5,283,-35,,8,1
67989,2,3098,6,367,7,581,9,253,8,207,9,329,-35,,8,1
49893,2,2198,4,190,9,253,8,422,9,253,3,260,-35,,8,1
67282,0,2719,6,431,7,535,2,216,8,240,2,306,-35,,8,1
85753,2,1963,8,231,5,334,7,440,5,504,3,319,-35,,8,1
93536,2,2147,9,531,3,253,5,785,3,212,6,297,-35,,8,1
21576,2,2620,2,244,1,230,5,499,7,322,6,305,-35,,8,1
72857,0,2202,7,331,2,307,8,235,5,467,7,383,-35,,8,1
68917,2,2129,6,663,8,216,9,398,1,240,7,428,-35,,8,1
32167,2,2036,3,225,2,226,1,640,6,262,7,351,-35,,8,1
54932,2,2584,5,234,4,632,9,490,3,252,2,311,-35,,8,1
35729,0,1863,3,294,5,253,7,545,2,216,9,374,-35,,8,1
75498,0,1926,7,248,5,221,4,477,9,216,8,310,-35,,8,1
36417,2,1766,3,221,6,435,4,517,1,239,7,316,-35,,8,1
64916,0,3204,6,344,4,249,9,471,1,222,6,278,-35,,8,1
96896,2,2203,9,626,6,252,8,436,9,230,6,292,-35,,8,1
47572,2,2470,4,294,7,303,5,267,7,280,2,311,-35,,8,1
53649,2,2121,5,572,3,212,6,311,4,186,9,273,-35,,8,1
62828,2,2195,6,817,2,212,8,231,2,234,8,269,-35,,8,1
62136,2,1766,6,476,2,308,1,1523,3,225,6,229,-35,,8,1
98362,0,2219,9,234,8,567,3,207,6,226,2,247,-35,,8,1
62891,2,2063,6,235,2,480,9,371,8,513,1,255,-35,,8,1
32164,2,1571,3,212,2,221,1,222,6,265,4,293,-35,,8,1
32936,2,2107,3,230,2,285,9,931,3,380,6,261,-35,,8,1
13475,2,1675,1,194,3,330,4,366,7,203,5,297,-35,,8,1
68348,2,2558,6,313,8,581,3,470,4,295,8,305,-35,,8,1
72857,0,1898,7,449,2,462,8,208,5,230,7,333,-35,,8,1
34176,0,1809,3,280,4,216,1,276,7,504,6,277,-35,,8,1
34853,2,1609,3,311,4,613,8,367,5,272,3,296,-35,,8,1
79853,0,1737,7,208,9,230,8,280,5,240,3,274,-35,,8,1
64916,0,2092,6,362,4,226,9,1022,1,212,6,292,-35,,8,1
35167,2,1470,3,262,5,212,1,535,6,453,7,379,-35,,8,1
16215,2,1645,1,495,6,703,2,221,1,194,5,264,-35,,8,1
83475,2,2049,8,313,3,812,4,276,5,248,7,316,-35,,8,1
15164,2,1740,1,207,5,318,1,589,6,230,4,261,-35,,8,1
35175,2,1838,3,225,5,212,1,254,7,221,5,251,-35,,8,1
68517,2,2065,6,294,8,453,5,271,1,244,7,293,-35,,8,1
72176,2,1787,7,276,2,853,1,272,7,390,6,323,-35,,8,1
75498,0,2246,7,222,5,721,4,409,9,215,8,343,-35,,8,1
35347,2,2391,9,340,5,394,3,880,4,212,7,270,-35,,8,1
98293,2,1961,9,239,8,854,2,313,9,280,3,260,-35,,8,1
51324,0,2058,5,298,1,395,3,216,2,203,4,306,-35,,8,1
76898,2,2754,7,399,6,1504,8,195,9,211,8,365,-35,,8,1
35729,0,2148,3,239,5,462,7,608,2,240,9,310,-35,,8,1
24898,2,2490,2,239,4,490,8,236,9,202,8,320,-35,,8,1
36485,2,2129,3,239,6,311,4,432,8,221,5,260,-35,,8,1
21649,2,2102,2,243,1,1159,6,626,4,199,9,274,-35,,8,1
62936,2,1755,9,649,2,999,9,1204,3,217,6,237,-35,,8,1
53485,2,2078,5,280,3,230,4,476,8,239,5,270,-35,,8,1
17628,2,1751,1,299,7,626,6,353,2,221,8,261,-35,,8,1
34834,2,2247,3,266,4,367,8,891,3,252,4,270,-35,,8,1
72821,2,2558,7,276,2,249,8,999,2,207,1,229,-35,,8,1
32983,2,2059,3,226,2,239,9,285,8,367,3,288,-35,,8,1
32916,2,1770,3,230,5,267,9,530,1,368,6,269,-35,,8,1
85475,0,1896,8,257,5,512,4,321,7,222,5,256,-35,,8,1
17985,0,2110,7,408,1,718,9,216,8,208,5,251,-35,,8,1
89362,2,1801,8,226,9,362,3,217,6,225,2,292,-35,,8,1
53217,2,2144,5,245,3,248,2,220,1,276,7,357,-35,,8,1
49685,2,2290,4,213,9,435,6,216,8,212,5,256,-35,,8,1
76893,2,2129,7,517,6,426,8,285,9,413,3,268,-35,,8,1
17935,2,1814,1,408,7,918,9,726,3,221,5,278,-35,,8,1
67282,0,2368,6,289,7,422,2,217,8,243,2,278,-35,,8,1
17679,2,1839,1,253,7,1164,6,330,7,208,9,333,-35,,8,1
16293,0,1521,1,471,6,490,2,208,9,253,3,269,-35,,8,1
91796,2,2106,9,394,1,872,7,645,6,504,9,523,-35,,8,1
51324,0,1708,5,238,1,450,3,211,2,248,4,306,-35,,8,1
41347,2,2655,4,266,1,1155,3,275,4,349,7,310,-35,,8,1
98549,2,2157,9,225,8,317,5,243,4,249,9,328,-35,,8,1
13491,2,2100,1,199,3,813,4,176,9,412,1,324,-35,,8,1
13675,2,1777,1,190,3,754,6,630,7,208,5,347,-35,,8,1
17985,0,1607,1,230,7,705,9,202,8,371,5,333,-35,,8,1
85475,0,1777,8,221,5,767,4,312,7,213,5,265,-35,,8,1
35729,0,1930,3,261,5,225,7,295,2,312,9,328,-35,,8,1
21641,2,1784,2,230,1,590,6,216,4,281,1,305,-35,,8,1
15764,2,1924,1,208,5,480,7,472,6,408,4,260,-35,,8,1
53247,2,2314,5,1068,3,230,2,440,4,216,7,288,-35,,8,1
36857,2,1832,3,212,6,280,8,594,5,399,7,347,-35,,8,1
89132,2,2398,8,198,9,289,1,381,3,212,2,269,-35,,8,1
82989,2,2236,8,280,2,285,9,945,8,208,9,323,-35,,8,1
79349,2,1966,7,581,3,262,9,840,4,226,9,347,-35,,8,1
91647,2,1748,9,375,1,263,6,571,4,231,7,306,-35,,8,1
34176,0,2021,3,366,4,190,1,471,7,231,6,287,-35,,8,1
48547,2,2454,4,212,8,221,5,244,4,194,7,310,-35,,8,1
79853,0,1793,7,258,9,207,8,235,5,317,3,296,-35,,8,1
75498,0,1832,7,248,5,198,4,309,9,197,8,284,-35,,8,1
98362,0,1996,9,234,8,472,3,353,6,217,2,264,-35,,8,1
24829,2,1916,4,1004,8,216,4,663,2,239,9,260,-35,,8,1
67282,0,2654,6,312,7,445,2,230,8,234,2,265,-35,,8,1
96724,2,1953,9,207,6,657,7,463,2,221,4,329,-35,,8,1
75417,2,3399,7,522,5,248,4,635,1,222,7,369,-35,,8,1
75353,2,1965,7,344,5,249,3,367,5,217,3,264,-35,,8,1
93417,2,1983,9,331,3,566,4,235,1,208,7,292,-35,,8,1
24135,2,1832,2,362,4,217,1,1041,3,216,5,265,-35,,8,1
67624,2,1759,6,658,7,1095,6,235,2,211,4,279,-35,,8,1
91767,2,2091,9,316,1,1050,7,431,6,243,7,320,-35,,8,1
16293,0,1789,1,313,6,426,2,180,9,267,3,287,-35,,8,1
28348,2,1891,2,226,8,431,3,288,4,185,8,297,-35,,8,1
96851,2,2163,9,216,6,408,8,207,5,203,1,347,-35,,8,1
29641,2,1774,2,221,9,308,6,239,4,239,1,265,-35,,8,1
98367,2,1743,9,844,8,1246,3,225,6,635,7,443,-35,,8,1
64916,0,1895,9,525,4,431,9,353,1,389,6,274,-35,,8,1
34136,2,1928,3,321,4,1691,3,202,6,242,-35,0,-48,,8,1
49172,2,1736,4,395,9,220,1,1050,7,649,2,278,-35,,8,1
82857,2,1946,8,276,2,348,8,217,5,266,7,325,-35,,8,1
93472,2,1961,9,358,3,271,4,512,7,272,2,296,-35,,8,1
72153,2,1993,7,350,2,798,1,258,5,267,3,260,-35,,8,1
82498,2,1871,8,262,2,262,4,991,9,216,8,296,-35,,8,1
17217,2,1935,7,918,1,1108,2,335,1,226,7,288,-35,,8,1
85367,2,2365,8,221,5,1136,3,240,6,266,7,356,-35,,8,1
15491,2,1640,1,190,5,1145,4,226,9,630,1,488,-35,,8,1
35349,2,2155,3,244,5,267,3,239,4,204,9,291,-35,,8,1
29896,2,2255,2,235,9,776,8,194,9,531,6,291,-35,,8,1
72857,0,2106,7,244,2,358,8,207,5,603,7,352,-35,,8,1
36489,2,2377,3,198,6,621,4,181,8,408,9,341,-35,,8,1
13682,2,2027,1,421,3,422,6,248,8,258,2,306,-35,,8,1
85475,0,1809,8,217,5,707,4,299,7,226,5,265,-35,,8,1
98362,0,2041,9,234,8,467,3,203,6,211,2,256,-35,,8,1
35729,0,2043,3,303,5,220,7,982,2,262,9,314,-35,,8,1
28247,2,1656,2,217,8,203,2,466,4,180,7,288,-35,,8,1
72857,0,1986,7,321,2,267,8,216,5,212,7,301,-35,,8,1
68216,2,2176,6,658,8,271,2,1336,1,454,6,264,-35,,8,1
34729,2,1876,3,466,4,263,7,972,2,299,9,319,-35,,8,1
51351,2,2428,5,267,1,881,3,225,5,244,1,292,-35,,8,1
68513,2,2218,6,331,8,216,5,495,1,230,3,269,-35,,8,1
93548,2,1835,9,412,3,262,5,808,4,221,8,333,-35,,8,1
34176,0,1727,3,321,4,203,1,1026,7,258,6,615,-35,,8,1
68516,2,2298,6,257,8,212,5,1364,1,453,6,256,-35,,8,1
13621,2,1976,1,217,3,1272,6,521,2,226,1,283,-35,,8,1
67282,0,1987,6,712,7,681,2,217,8,240,2,365,-35,,8,1
15162,2,2084,1,190,5,1126,1,586,6,189,2,288,-35,,8,1
32915,2,1747,3,207,2,281,9,526,1,171,5,305,-35,,8,1
68548,2,2340,6,313,8,220,5,531,4,176,8,333,-35,,8,1
48353,2,2117,4,189,8,604,3,225,5,226,3,274,-35,,8,1
62835,2,1934,6,390,2,239,8,786,3,225,5,279,-35,,8,1
17917,2,1973,1,262,7,1205,9,580,1,249,7,369,-35,,8,1
15349,2,1723,1,204,5,353,3,612,4,185,9,315,-35,,8,1
36853,2,2030,3,217,6,480,8,203,5,248,3,324,-35,,8,1
24754,2,1729,2,403,4,180,7,422,5,243,4,298,-35,,8,1
96283,2,2039,9,216,6,353,2,322,8,326,3,328,-35,,8,1
72917,2,2017,7,340,2,385,9,394,1,285,7,384,-35,,8,1
