stimulus,condition,rt1,resp1,rt2,resp2,rt3,resp3,rt4,resp4,rt5,resp5,enter_rt,enter_resp,unknown,subject,session
82836,0,993,8,149,2,726,8,412,3,171,6,205,-35,,4,1
67934,2,1061,6,202,7,1186,9,272,3,256,4,170,-35,,4,1
21535,2,857,2,48,1,335,5,1127,3,225,5,142,-35,,4,1
75136,0,1043,7,99,5,394,1,822,3,94,6,173,-35,,4,1
96896,0,868,9,153,6,867,8,72,9,334,6,214,-35,,4,1
16285,2,720,1,125,6,1036,2,94,8,389,5,142,-35,,4,1
68579,2,1040,6,130,8,686,5,521,7,285,9,233,-35,,4,1
96472,2,838,9,203,6,875,4,268,7,294,2,201,-35,,4,1
67968,2,1270,6,648,7,891,9,466,6,98,8,183,-35,,4,1
57968,2,798,5,212,7,804,9,180,6,308,8,156,-35,,4,1
62167,2,1416,6,103,2,812,1,272,6,389,7,129,-35,,4,1
32835,2,1047,3,339,2,1036,8,112,3,226,5,165,-35,,4,1
54136,2,1008,5,71,4,280,1,622,3,167,6,214,-35,,4,1
83249,2,1002,8,800,3,94,2,779,4,326,9,105,-35,,4,1
57217,2,1155,5,71,7,940,2,148,7,629,-35,0,-48,,4,1
15362,2,921,1,117,5,763,3,198,6,372,2,142,-35,,4,1
93549,2,1192,9,662,3,104,5,802,4,309,9,273,-35,,4,1
79172,2,1089,7,76,9,858,1,1045,7,153,2,247,-35,,4,1
67628,2,1164,6,126,7,499,6,862,2,62,8,251,-35,,4,1
49641,0,1195,4,122,9,1081,6,1012,4,139,1,315,-35,,4,1
83572,2,1279,8,140,3,557,5,749,7,358,2,260,-35,,4,1
41629,2,1071,4,154,1,1072,6,171,2,226,9,415,-35,,4,1
24913,0,1120,2,122,4,303,9,1108,1,94,3,479,-35,,4,1
13679,2,878,1,99,3,681,6,652,7,159,9,309,-35,,4,1
62932,0,1528,6,121,2,877,9,880,3,117,2,169,-35,,4,1
24764,2,1571,2,125,4,572,7,849,6,134,1,784,-35,,4,1
15476,0,774,1,62,5,430,4,203,7,372,6,206,-35,,4,1
91682,2,842,9,420,1,85,6,599,8,276,2,215,-35,,4,1
93247,0,1084,9,599,3,184,2,713,4,284,7,430,-35,,4,1
54167,2,1016,5,75,4,321,1,276,6,280,7,124,-35,,4,1
17283,2,799,1,208,7,926,2,121,8,108,3,265,-35,,4,1
41628,2,1295,4,195,1,271,6,1250,2,111,8,151,-35,,4,1
98293,2,1319,9,128,-1,47,8,316,2,380,9,395,3,,4,1
16216,2,1135,1,112,6,1104,2,198,1,140,6,388,-35,,4,1
51329,2,1276,5,153,1,1086,3,827,2,653,9,147,-35,,4,1
76217,2,1190,7,135,6,862,2,399,1,170,7,80,-35,,4,1
96215,2,1095,9,108,6,701,2,603,1,144,5,75,-35,,4,1
24913,0,1031,2,48,4,554,9,425,1,135,3,201,-35,,4,1
24753,2,988,2,85,4,730,7,244,5,426,3,129,-35,,4,1
75136,0,1172,7,116,5,690,1,345,3,521,6,61,-35,,4,1
28329,2,1103,2,108,8,1066,3,317,2,321,9,8,-5,,4,1
21762,2,1137,2,76,1,475,7,822,6,61,1,693,-35,,4,1
96896,0,1615,9,86,6,989,8,1090,9,171,6,233,-35,,4,1
17649,2,1339,1,190,7,790,6,489,4,554,9,301,-35,,4,1
93483,2,1119,9,149,3,1080,4,81,8,699,3,187,-35,,4,1
68368,2,1432,6,108,8,1017,3,1141,6,80,8,237,-35,,4,1
54791,2,1259,5,290,4,630,7,149,9,417,1,133,-35,,4,1
51576,2,1095,5,94,1,498,5,499,7,94,6,233,-35,,4,1
34136,2,1152,3,66,4,585,1,149,3,294,6,210,-35,,4,1
21675,2,1064,2,276,1,1045,6,94,7,189,5,243,-35,,4,1
32498,2,1199,3,62,2,1045,4,131,9,193,8,183,-35,,4,1
35476,2,1116,3,108,5,389,1,923,6,66,4,171,6,,4,1
21753,2,1001,2,84,1,690,7,189,5,381,3,206,-35,,4,1
82836,0,1110,8,167,2,412,8,663,3,85,6,135,-35,,4,1
17547,2,1090,1,198,7,203,5,931,4,194,7,142,-35,,4,1
13298,2,908,1,103,3,235,2,745,9,71,8,232,-35,,4,1
83549,2,1234,8,98,3,635,5,776,4,144,9,265,-35,,4,1
48348,2,1276,4,117,8,818,3,166,4,422,8,174,-35,,4,1
54893,2,1091,5,80,7,703,4,22,5,7,6,179,5,,4,1
21767,0,1097,2,94,1,321,7,1031,6,362,7,156,-35,,4,1
79168,0,1244,7,148,9,867,1,108,6,290,8,151,-35,,4,1
82162,2,952,8,75,2,748,1,326,6,376,2,142,-35,,4,1
13548,2,843,1,76,3,1090,5,103,4,635,8,152,-35,,4,1
49641,0,1519,4,73,9,411,6,448,4,458,1,102,-35,,4,1
34853,2,1037,3,84,4,1154,8,313,5,335,3,228,-35,,4,1
24135,2,1015,2,62,4,266,1,1059,3,117,5,137,-35,,4,1
62164,2,1107,6,84,2,940,1,244,6,580,4,111,-35,,4,1
62985,2,898,6,89,2,426,9,1222,8,294,5,132,-35,,4,1
98285,2,1090,9,103,8,1040,2,558,8,180,5,106,-35,,4,1
53217,0,1218,5,103,3,221,2,1109,1,202,7,228,-35,,4,1
21351,0,1674,2,62,1,1104,3,117,5,474,1,206,-35,,4,1
35168,2,948,3,66,5,307,1,1355,6,62,8,224,-35,,4,1
13491,2,998,1,104,3,598,5,1627,9,16,4,1064,9,,4,1
64854,2,1341,6,39,4,726,8,253,5,76,4,415,-35,,4,1
15162,2,1424,1,95,5,284,1,1127,6,108,2,196,-35,,4,1
72893,2,1354,7,126,2,1204,8,94,9,385,3,196,-35,,4,1
72898,2,1206,7,89,2,1127,8,94,9,243,8,270,-35,,4,1
15476,0,1144,1,107,5,1673,4,157,7,286,6,273,-35,,4,1
51357,2,1128,5,71,1,1104,3,103,5,457,7,165,-35,,4,1
93247,0,1344,9,422,3,80,2,684,4,358,7,147,-35,,4,1
79168,0,1555,7,81,9,448,1,840,6,257,8,234,-35,,4,1
83417,2,1131,8,163,3,516,4,858,1,181,7,151,-35,,4,1
98349,2,1066,9,85,7,608,7,26,9,216,9,48,7,,4,1
76491,2,1301,7,108,6,1130,4,81,9,257,1,174,-35,,4,1
91689,2,1147,9,98,1,1036,6,89,8,317,9,255,-35,,4,1
21351,0,1249,2,80,1,1140,3,130,5,303,1,202,-35,,4,1
49641,0,1420,4,90,9,1263,6,94,4,480,1,138,-35,,4,1
28283,2,1244,2,85,8,603,2,580,8,104,3,256,-35,,4,1
96896,0,1563,9,94,6,539,8,240,9,189,6,213,-5,,4,1
54724,2,1642,5,71,4,944,7,695,2,371,4,147,-35,,4,1
68216,2,1303,6,76,8,717,2,648,1,117,6,251,-35,,4,1
82836,0,1137,8,149,2,940,8,272,3,316,6,155,-35,,4,1
67282,2,1220,6,75,7,1181,2,608,8,121,6,297,-35,,4,1
76851,2,1315,7,344,6,262,8,363,5,312,1,274,-35,,4,1
76721,2,1224,7,217,6,440,7,630,2,285,1,457,-35,,4,1
57547,2,1004,5,239,7,263,5,484,4,363,7,470,-35,,4,1
32853,2,1248,3,458,2,640,8,681,5,331,2,656,-35,,4,1
62932,0,1014,6,548,2,963,9,855,3,352,2,434,-35,,4,1
34893,2,1890,3,271,4,1246,8,127,9,621,3,379,-35,,4,1
76249,2,1306,7,245,6,740,2,16,3,507,4,264,9,,4,1
53217,0,1201,5,249,3,471,2,335,4,321,1,326,7,,4,1
98936,2,1124,9,171,8,381,9,844,3,313,6,742,-35,,4,1
21767,0,1171,2,248,1,522,7,368,6,207,7,363,-5,,4,1
35417,2,2507,3,207,5,417,4,612,1,1400,7,548,-35,,4,1
51536,2,1274,5,271,1,203,5,832,3,472,6,392,-35,,4,1
57932,2,973,5,554,7,272,9,745,3,244,2,351,-35,,4,1
75136,0,839,7,618,5,530,1,991,3,467,6,288,-35,,4,1
62824,2,886,6,794,2,563,8,481,2,307,4,348,-35,,4,1
13579,2,1324,1,795,3,467,5,462,7,399,9,538,-35,,4,1
64753,2,1304,6,753,4,598,7,695,5,591,3,301,-35,,4,1
49368,2,1193,4,714,9,1103,2,363,6,790,8,479,-35,,4,1
24136,2,1177,2,895,4,526,1,1069,3,289,6,287,-35,,4,1
16854,2,1337,1,708,6,558,8,671,5,162,4,296,3,,4,1
28282,2,937,2,294,8,344,2,284,8,336,2,337,-35,,4,1
34153,2,2067,3,303,4,727,1,275,5,568,3,442,-35,,4,1
85364,2,1888,8,430,5,1874,3,945,6,1076,4,593,-35,,4,1
91536,2,1158,9,39,1,921,5,385,3,103,6,155,-35,,4,1
96854,2,1135,9,107,6,239,8,740,5,185,4,106,-35,,4,1
64767,2,1296,6,116,7,494,6,71,7,135,6,62,7,,4,1
24913,0,1028,2,66,4,790,9,167,1,476,3,224,-35,,4,1
36416,2,1043,3,113,6,857,4,212,1,117,6,287,-35,,4,1
62932,0,1071,6,84,2,822,9,704,3,266,2,152,-35,,4,1
36835,2,934,3,126,6,958,8,181,3,330,5,128,-35,,4,1
15476,0,870,1,126,5,203,4,621,7,413,6,210,-35,,4,1
79168,0,1084,7,90,9,716,1,491,6,94,8,183,-35,,4,1
54851,2,1126,5,216,7,740,7,207,7,153,7,140,7,,4,1
34762,2,1257,-2,62,4,1036,7,107,6,308,2,169,-35,,4,1
53648,2,1190,5,90,3,248,6,958,4,449,8,151,-35,,4,1
91751,2,1204,9,48,1,594,5,130,7,2501,5,543,-35,,4,1
96896,0,1268,9,248,6,581,8,125,9,276,6,283,-35,,4,1
34764,2,1193,3,80,4,321,7,554,6,221,4,292,-35,,4,1
67534,2,1407,6,121,7,417,5,900,3,89,4,192,-35,,4,1
93247,0,1288,9,171,3,221,2,1076,4,171,7,129,-35,,4,1
41341,2,1093,4,184,1,554,3,799,4,189,1,156,-35,,4,1
75348,2,1038,7,126,5,1646,3,52,4,226,8,169,-35,,4,1
24164,2,1117,2,476,4,231,1,626,6,203,4,183,-35,,4,1
35321,2,1593,3,75,5,1068,3,584,2,335,1,151,-35,,4,1
34728,2,1130,3,61,4,885,7,254,2,243,8,129,-35,,4,1
41721,2,1332,4,152,1,686,7,686,2,211,1,175,-35,,4,1
16472,2,1011,1,95,6,1239,4,640,7,112,2,283,-35,,4,1
21351,0,1125,2,81,1,935,3,76,5,461,1,175,-35,,4,1
96298,2,1349,9,644,6,681,2,649,9,76,8,355,-35,,4,1
28248,2,1260,2,104,8,239,2,1017,4,513,8,119,-35,,4,1
21517,2,1353,2,72,1,484,5,1814,1,262,7,251,-35,,4,1
89675,2,1241,8,81,9,1618,6,134,7,408,5,202,-35,,4,1
83291,2,1052,8,117,3,325,2,927,9,125,1,188,-35,,4,1
47535,2,1102,4,186,7,171,5,1263,3,99,5,178,-35,,4,1
64989,2,1112,6,89,4,931,9,108,8,180,9,356,-35,,4,1
93417,2,1181,9,203,3,366,4,681,1,180,7,65,-35,,4,1
35498,2,1971,3,76,5,179,4,527,9,130,8,156,-35,,4,1
28217,2,1317,2,113,8,208,2,716,1,290,7,115,-35,,4,1
51341,2,1067,5,85,1,276,3,994,4,154,1,60,-35,,4,1
24913,0,1388,2,94,1,626,2,62,1,143,2,116,1,,4,1
47675,2,1372,4,180,7,249,6,476,7,381,5,192,-35,,4,1
28347,2,964,2,89,8,308,3,794,4,121,7,106,-35,,4,1
34828,2,1282,3,66,4,1495,8,44,2,221,2,885,2,,4,1
35762,2,1362,3,103,5,303,7,553,6,131,2,164,-35,,4,1
21767,0,1082,2,285,1,248,7,900,6,61,7,246,-35,,4,1
75353,2,1580,7,353,5,841,3,498,5,109,3,350,-35,,4,1
68962,2,1175,6,67,8,1349,9,785,6,103,2,274,-35,,4,1
34851,2,1277,3,85,4,1272,8,262,5,585,1,197,-35,,4,1
24854,2,1247,2,103,4,967,8,376,5,240,4,174,-35,,4,1
75136,0,1464,7,108,5,1035,1,304,3,408,6,265,-35,,4,1
93289,2,1039,9,212,3,1367,2,604,8,126,9,305,-35,,4,1
21576,2,886,2,116,1,258,5,390,7,695,6,328,-35,,4,1
82836,0,1126,8,121,2,544,8,663,3,153,6,169,-35,,4,1
53217,0,1181,5,203,3,480,2,280,1,426,7,134,-35,,4,1
49641,0,1643,4,317,9,599,6,316,4,253,1,138,-35,,4,1
48249,2,1417,4,108,8,421,2,1095,4,135,9,456,-35,,4,1
85475,2,1298,8,157,5,817,4,417,7,208,5,306,-35,,4,1
75136,0,1147,7,122,5,858,1,267,3,180,6,210,-35,,4,1
57241,2,1134,5,57,7,1005,2,503,4,289,1,193,-35,,4,1
57535,2,894,5,62,1,543,1,8,5,221,5,103,1,,4,1
47298,2,1451,4,199,7,554,2,521,9,76,8,319,-35,,4,1
82175,2,1219,8,71,2,375,1,809,7,303,5,251,-35,,4,1
79168,0,1526,7,100,9,1116,1,107,6,404,8,169,-35,,4,1
96757,2,1521,9,262,6,358,7,1259,5,193,7,321,-35,,4,1
32915,2,1122,3,85,2,198,9,958,1,48,5,256,-35,,4,1
41513,2,1121,4,157,1,272,5,7,6,620,1,449,3,,4,1
47572,2,1265,4,162,7,312,5,289,4,558,7,176,7,,4,1
82836,0,1084,8,94,2,429,8,686,3,112,6,242,-35,,4,1
83485,2,1102,8,157,3,599,4,831,8,180,5,304,3,,4,1
53416,2,1491,5,849,3,403,4,462,1,131,6,569,-35,,4,1
13572,2,1028,1,163,3,1376,5,1036,7,258,2,465,-35,,4,1
49641,0,1229,4,68,9,834,6,521,4,213,1,220,-35,,4,1
13534,2,979,1,113,3,398,5,631,3,412,4,197,-35,,4,1
21767,0,1081,3,880,1,458,7,818,6,99,7,287,-35,,4,1
62932,0,1085,6,94,2,307,9,577,3,108,2,173,-35,,4,1
54832,2,1186,5,189,4,339,8,486,3,90,2,214,-35,,4,1
85485,2,1033,8,149,5,226,4,1154,8,103,5,324,-35,,4,1
21362,2,1070,2,94,1,208,3,325,6,1091,2,133,-35,,4,1
28349,2,1150,2,135,8,936,3,416,4,286,9,361,-35,,4,1
91328,2,1174,9,125,1,540,2,1082,3,85,2,370,8,,4,1
89854,2,999,8,72,9,994,8,626,5,184,4,143,-35,,4,1
98367,2,980,9,76,8,1259,3,439,6,185,7,210,-35,,4,1
93247,0,963,9,741,3,312,2,635,4,430,7,375,-35,,4,1
75729,2,1034,7,322,5,266,7,595,2,409,9,746,-35,,4,1
64796,2,969,6,762,4,330,7,655,9,262,6,520,-35,,4,1
21536,2,933,2,349,1,430,5,718,3,317,6,424,-35,,4,1
47679,2,889,4,293,7,272,6,203,7,441,9,574,-35,,4,1
67216,2,908,6,271,7,754,2,463,1,163,6,496,-35,,4,1
51532,2,778,5,448,1,254,5,804,3,229,2,320,-35,,4,1
96249,2,835,9,248,6,504,2,590,4,226,9,338,-35,,4,1
24162,2,855,2,457,4,545,1,613,6,585,2,374,-35,,4,1
15476,0,840,1,258,5,267,4,349,7,531,6,352,-35,,4,1
24913,0,1303,2,476,4,350,9,684,1,714,3,374,-35,,4,1
96896,0,836,9,559,6,584,8,172,9,335,6,361,-35,,4,1
53217,0,993,5,945,3,567,2,849,1,540,7,388,-35,,4,1
51793,2,791,5,1090,1,863,7,877,9,995,3,383,-35,,4,1
21351,0,977,2,448,1,1032,3,617,5,258,1,393,-35,,4,1
49172,2,1286,4,318,9,1185,1,531,7,495,2,479,-35,,4,1
24915,2,811,2,499,4,554,9,530,1,377,5,379,-35,,4,1
36854,2,1315,3,422,6,1313,8,726,5,408,4,393,-35,,4,1
85347,2,696,8,481,5,935,2,591,2,194,2,208,2,,4,1
75751,2,1033,7,291,5,221,7,367,5,326,1,307,-35,,4,1
21648,2,982,2,248,1,1209,6,598,4,322,8,422,-5,,4,1
48572,2,1159,4,444,8,549,5,676,7,854,2,279,-35,,4,2
68285,1,882,6,780,8,527,2,299,8,371,5,297,-35,,4,2
64983,1,706,6,98,6,458,4,386,9,239,8,1214,3,,4,2
75162,1,987,7,317,5,548,1,1818,6,900,2,306,-35,,4,2
16215,2,1087,1,535,6,599,2,703,1,409,5,310,-35,,4,2
54917,1,990,5,158,4,1559,9,895,1,298,7,461,-35,,4,2
53572,1,1336,5,795,3,285,5,554,7,512,2,307,-35,,4,2
83515,2,1239,8,376,2,486,5,435,1,453,5,290,5,,4,2
51534,2,700,5,726,1,194,5,1218,3,216,4,347,-35,,4,2
35172,2,1388,3,252,5,572,1,449,7,503,2,301,-35,,4,2
15476,0,943,1,249,5,658,4,958,7,190,6,397,-35,,4,2
21767,0,975,2,212,1,444,7,240,6,244,7,424,-35,,4,2
75136,0,881,7,317,5,431,1,453,3,327,6,287,-35,,4,2
54793,2,767,5,612,4,476,7,376,9,581,3,315,-35,,4,2
93247,0,784,9,449,3,298,2,799,4,858,7,279,-35,,4,2
96896,0,1409,9,667,6,608,8,186,9,271,6,319,-35,,4,2
32898,2,1026,3,221,2,562,8,231,9,208,8,374,-35,,4,2
34729,2,1129,3,612,4,690,7,458,2,722,9,875,-35,,4,2
53217,0,754,5,381,3,262,2,281,1,462,7,293,-35,,4,2
47541,1,911,4,258,7,290,5,371,4,449,1,265,-35,,4,2
67648,2,722,6,262,7,208,6,694,4,394,8,306,-35,,4,2
82836,0,866,8,308,2,258,8,621,3,563,6,306,-35,,4,2
54134,2,878,5,143,4,486,1,354,3,598,4,261,-35,,4,2
15417,2,871,1,459,5,143,4,486,1,321,7,306,-35,,4,2
16493,1,808,1,249,6,458,4,526,9,431,3,274,-35,,4,2
24913,0,892,2,539,4,436,9,540,1,467,3,296,-35,,4,2
79168,0,865,7,1400,1,735,6,235,8,365,-35,0,-48,,4,2
13215,2,1149,1,317,3,340,2,257,1,257,5,307,-35,,4,2
62932,0,2089,6,539,2,463,9,681,3,230,2,316,-35,,4,2
21647,2,1020,2,144,1,508,4,576,6,111,4,181,4,,4,2
21579,2,1173,2,153,1,399,5,539,7,409,9,332,-35,,4,2
98241,2,885,9,167,8,413,2,402,4,371,1,234,-35,,4,2
49641,0,875,4,173,9,444,6,370,4,481,1,270,-35,,4,2
62493,2,832,6,508,2,157,2,935,2,162,2,140,2,,4,2
41321,2,1242,4,180,1,1064,3,171,2,262,1,447,-35,,4,2
98964,2,770,9,217,8,412,9,894,6,654,4,258,3,,4,2
35753,2,1796,3,93,5,231,3,767,3,143,3,852,-35,,4,2
82989,1,1273,8,121,2,254,8,1195,9,157,8,597,-35,,4,2
21351,0,1028,2,75,1,963,3,212,5,266,1,124,-35,,4,2
24167,2,1008,2,76,4,244,1,658,6,71,7,178,-35,,4,2
67289,2,1031,6,94,7,654,2,197,8,181,9,292,-35,,4,2
35798,1,1017,3,112,5,271,7,527,9,94,8,178,-35,,4,2
62479,1,1078,6,175,2,1072,4,294,7,85,9,319,-35,,4,2
54985,2,1038,5,71,4,736,9,75,8,431,5,169,-35,,4,2
98348,1,809,9,70,8,322,3,848,4,77,8,564,-35,,4,2
75328,2,1475,7,54,5,1008,3,81,2,447,8,142,-35,,4,2
24751,2,1160,2,58,4,748,7,99,5,280,1,172,3,,4,2
41534,1,950,4,144,1,1041,5,199,3,393,4,138,-35,,4,2
28968,2,1079,2,98,8,963,9,166,6,298,8,188,-35,,4,2
98348,1,823,9,67,8,903,3,616,8,243,-35,0,-48,,4,2
96754,2,815,9,149,6,698,7,98,5,313,4,156,-35,,4,2
48967,2,992,4,81,8,425,9,663,6,71,7,214,-35,,4,2
91575,2,1092,9,108,1,375,5,626,7,189,5,238,-35,,4,2
75136,0,1147,7,135,5,294,1,895,3,107,6,143,-35,,4,2
79175,2,1495,7,218,9,439,1,867,7,120,5,297,-35,,4,2
91768,2,837,9,658,1,208,7,1013,6,89,8,201,-35,,4,2
68285,1,1187,6,90,8,648,2,353,8,404,5,146,-35,,4,2
21767,0,1139,2,503,1,676,7,117,6,98,7,215,-35,,4,2
93413,2,1272,9,117,3,616,4,180,1,149,4,155,-35,,4,2
35151,2,1520,3,103,5,1527,1,89,5,130,1,338,-35,,4,2
41534,1,1060,4,98,1,153,5,649,3,125,4,138,-35,,4,2
49641,0,1397,4,90,9,320,6,1149,4,149,1,93,-35,,4,2
35798,1,1556,3,148,5,1108,7,418,9,62,8,205,-35,,4,2
15415,2,909,1,81,5,165,4,431,1,189,5,247,-35,,4,2
82836,0,1032,8,126,2,503,8,608,3,117,6,119,-35,,4,2
91798,2,1080,9,134,1,900,7,467,9,57,8,196,-35,,4,2
62932,0,1118,6,221,2,763,9,498,3,72,2,159,-35,,4,2
62479,1,1284,6,80,2,739,4,385,7,313,-6,12,9,,4,2
47541,1,1051,4,162,7,203,5,1008,4,358,1,178,-35,,4,2
64983,1,1110,6,90,4,794,9,203,8,335,3,196,-35,,4,2
93247,0,1193,9,211,3,140,2,885,4,194,7,142,-35,,4,2
96896,0,915,9,917,6,75,8,304,6,511,6,613,6,,4,2
98329,2,905,9,81,8,1085,3,166,2,198,8,515,-35,,4,2
53217,0,969,5,654,3,330,2,290,1,526,7,311,-35,,4,2
16493,1,838,1,290,6,276,6,339,4,468,9,417,3,,4,2
29328,2,1348,2,485,9,545,3,216,2,340,8,361,-35,,4,2
64757,2,853,6,239,4,508,7,339,4,331,7,688,-35,,4,2
29329,2,1032,2,718,9,594,3,326,2,276,9,356,-35,,4,2
34721,2,896,3,330,4,662,7,490,2,526,1,270,-35,,4,2
57689,2,765,5,231,7,513,6,580,8,140,9,387,-35,,4,2
28935,2,903,2,244,8,367,9,781,3,103,3,248,5,,4,2
96851,2,958,9,654,6,662,8,617,5,444,1,242,-35,,4,2
96824,2,737,9,234,8,604,8,175,8,149,8,153,8,,4,2
53572,1,836,5,458,3,248,5,581,7,672,1,770,-35,,4,2
15476,0,1701,1,144,5,198,4,636,7,149,6,296,-35,,4,2
79168,0,1217,7,213,9,771,1,600,6,394,8,292,-35,,4,2
49834,2,969,4,395,9,398,8,2287,3,553,4,320,-35,,4,2
54834,2,735,5,157,4,977,8,1382,3,411,4,411,-35,,4,2
54917,1,919,5,249,4,472,9,503,1,290,7,293,-35,,4,2
82989,1,1046,8,261,5,559,9,390,8,190,9,378,-35,,4,2
32854,2,1080,3,239,2,467,8,640,5,639,4,735,-35,,4,2
75162,1,827,7,262,5,594,1,645,6,617,2,242,-35,,4,2
24913,0,809,2,467,4,308,9,1053,1,409,3,310,-35,,4,2
13247,2,933,1,268,3,603,2,439,4,418,7,324,-35,,4,2
24898,2,793,2,599,4,763,8,141,9,234,8,324,-35,,4,2
21351,0,1150,2,212,1,850,3,693,5,236,1,242,-35,,4,2
75162,1,1065,7,466,5,417,1,427,6,544,2,367,3,,4,2
29179,2,1035,2,349,9,708,1,717,7,372,9,324,-35,,4,2
53217,0,985,5,841,3,194,2,608,1,772,7,274,-35,,4,2
82472,2,1333,8,272,2,616,4,458,7,385,2,224,-35,,4,2
21767,0,852,2,208,1,440,7,690,6,280,7,397,-35,,4,2
79857,2,871,7,185,9,280,8,508,5,185,7,287,-35,,4,2
47541,1,1064,4,280,7,662,5,463,4,326,1,237,-35,,4,2
41534,1,1038,4,295,1,677,5,849,3,230,4,261,-35,,4,2
29853,2,837,2,231,9,253,8,476,5,358,3,310,-35,,4,2
57936,2,769,5,776,7,359,9,653,3,226,6,302,-35,,4,2
96896,0,993,9,244,6,403,8,567,9,226,6,283,-35,,4,2
57291,2,771,5,321,7,677,2,495,9,426,1,251,-35,,4,2
15476,0,856,1,262,5,663,4,599,7,722,6,242,-35,,4,2
93247,0,768,9,968,3,230,2,376,4,1262,7,284,-35,,4,2
82836,0,811,8,335,2,312,8,1391,3,285,6,214,-35,,4,2
82989,1,690,8,244,2,303,9,609,8,271,9,351,-35,,4,2
29835,2,935,2,627,9,412,8,554,3,480,5,256,-35,,4,2
98962,2,883,9,708,9,589,6,486,2,273,-35,0,-48,,4,2
75136,0,1013,7,321,5,258,1,846,3,175,6,274,-35,,4,2
49357,2,845,4,199,9,649,3,444,5,248,7,366,-35,,4,2
64168,2,801,6,1067,4,517,1,427,6,830,8,302,-35,,4,2
98536,2,819,9,166,8,467,5,868,3,523,6,251,-35,,4,2
62479,1,801,6,690,2,435,4,536,7,299,9,351,-35,,4,2
21347,2,906,2,244,1,541,3,530,4,1236,7,316,-35,,4,2
35798,1,678,3,216,5,430,7,677,9,158,8,338,-35,,4,2
49685,2,990,4,344,9,690,6,722,8,334,5,284,-35,,4,2
57647,2,1014,5,289,7,681,6,585,1,362,7,361,-35,,4,2
17683,2,950,1,198,7,450,6,863,8,640,3,251,-35,,4,2
32167,2,989,2,1127,2,140,2,148,2,125,2,158,2,,4,2
17675,2,812,1,190,7,476,6,285,7,604,5,269,-35,,4,2
24172,2,878,2,435,4,622,1,426,7,522,2,297,-35,,4,2
53572,1,1165,5,300,3,193,5,462,7,518,2,465,-35,,4,2
98324,2,879,9,157,8,704,3,198,2,399,4,306,-35,,4,2
34917,2,1349,3,407,4,668,9,325,1,313,7,351,-35,,4,2
68285,1,644,6,339,8,458,2,262,8,17,5,571,5,,4,2
62932,0,713,6,358,2,440,9,535,3,189,2,242,-35,,4,2
57572,2,617,5,289,7,385,5,285,7,550,2,492,-35,,4,2
98348,1,734,9,148,8,814,3,466,7,465,-1,416,-35,,4,2
51541,2,854,5,249,1,189,5,1040,4,313,1,306,-35,,4,2
85154,2,714,8,222,5,812,1,213,5,234,4,286,3,,4,2
49641,0,1725,4,349,9,707,6,463,4,417,1,251,-35,,4,2
54917,1,693,5,198,4,600,9,367,1,325,7,343,-35,,4,2
79168,0,854,7,391,9,780,1,636,6,239,8,265,-35,,4,2
16493,1,851,1,272,6,421,4,445,9,503,3,206,-35,,4,2
24913,0,714,2,271,4,422,9,653,1,595,3,256,-35,,4,2
64983,1,891,6,690,4,822,9,485,8,773,3,319,-35,,4,2
21351,0,884,2,203,1,499,3,954,5,234,1,238,-35,,4,2
62964,2,1030,6,389,2,577,9,321,6,576,4,233,-35,,4,2
62989,2,1086,6,103,2,936,9,67,8,147,8,8,9,,4,2
35754,2,1097,3,62,5,466,7,276,5,248,4,151,-35,,4,2
49641,0,962,4,125,9,362,6,1204,4,153,1,169,-35,,4,2
32917,2,894,3,116,2,817,9,116,1,258,7,133,-35,,4,2
15328,2,839,1,81,5,1085,3,85,2,298,8,147,-35,,4,2
79168,0,1049,7,44,9,1485,1,99,6,453,8,147,-35,,4,2
96496,2,1114,9,99,6,798,4,139,9,172,6,187,-35,,4,2
41534,1,1001,4,166,1,481,5,854,3,98,4,142,-35,,4,2
79353,2,1002,7,108,9,1144,3,94,5,154,3,6,5,,4,2
21351,0,1133,2,113,1,248,5,226,3,753,4,195,6,,4,2
62479,1,1097,6,81,2,770,4,244,7,95,9,287,-35,,4,2
51648,2,1147,5,89,1,512,6,785,4,166,8,115,-35,,4,2
85328,2,921,8,126,5,922,3,80,2,453,8,137,-35,,4,2
53217,0,1150,3,562,2,330,1,253,7,137,-35,0,-48,,4,2
24913,0,1407,2,107,4,208,9,817,1,131,3,202,-35,,4,2
41516,2,1152,4,117,1,171,5,631,1,276,6,233,-35,,4,2
93247,0,1115,9,130,3,263,2,1108,4,198,7,188,-35,,4,2
82836,0,1119,8,112,2,294,8,1003,3,162,6,178,-35,,4,2
75162,1,936,7,116,5,394,1,1091,6,149,2,165,-35,,4,2
16493,1,1078,1,154,6,1085,4,549,9,181,3,178,-35,,4,2
75154,2,1072,7,134,5,690,1,126,5,299,4,150,-35,,4,2
96896,0,1090,9,117,6,621,8,116,9,326,6,187,-35,,4,2
64898,2,1111,6,275,4,1072,8,153,9,166,8,209,-5,,4,2
82179,2,1175,8,176,2,653,1,494,7,932,9,128,-35,,4,2
21767,0,1606,2,171,1,1167,7,117,6,149,7,242,-35,,4,2
51328,2,1239,5,71,1,1017,3,108,2,480,8,375,-35,,4,2
62932,0,1157,6,80,2,791,9,366,3,249,2,124,-35,,4,2
98348,1,948,9,57,8,1036,3,130,4,226,8,129,-35,,4,2
